Iterations,Function,Gradient,Time
0,173.85659403747326,374.5307908787323,0.0
1,153.34226006490903,601.7319252678602,0.0013256072998046875
2,5.1429969312316945,29.14501355525205,0.003737211227416992
3,2.8406024067215174,11.444606323809108,0.006167173385620117
4,2.4383735562914417,7.660354819122307,0.007825851440429688
5,2.117386264497636,9.010192752863658,0.009335994720458984
6,1.7291903705035594,4.107479630425973,0.01124715805053711
7,1.487689539418163,6.039261468711889,0.012985706329345703
8,1.1224827904849484,5.322269657324434,0.014611005783081055
9,0.788861412003607,7.299438721596591,0.016132354736328125
10,0.4638481564078578,4.611250875236003,0.017866134643554688
11,0.26845160312451766,11.04437368171822,0.019623994827270508
12,0.08703481434827176,2.108747210468013,0.021331071853637695
13,0.04254409717181229,8.194064085470878,0.023116588592529297
14,0.0016980927386347627,0.3133773459344408,0.02481245994567871
15,3.8394392650279355e-05,0.26289317563180387,0.026566505432128906
16,4.004410525767941e-09,0.0005382963958741083,0.028298139572143555
17,4.004410525767941e-09,0.0005382963958741083,0.030061006546020508
