0,1,2
0.9129629162185725,0.8726348837931459,0.163967084878037
0.7852563255726419,-0.10126844014366779,0.8569550260158303
0.6826749673130704,0.6713768756603865,0.7941989520163496
0.6840434677995904,0.6717998969179221,0.7944717138298467
0.29912643438471076,0.192464392084864,0.6036610998105317
0.03956858641065181,0.8372227880619377,0.8402100872985041
0.6143514928858648,0.03195901090368814,0.06778750110323853
0.40692317796344746,0.4670176281587857,0.49863449566112084
0.3996724696320301,0.05149053584552742,0.8967045704577276
0.03187000511913437,-0.0500048182730797,0.8466960249806573
