Iterations,Function,Gradient,Time
0,109047.61631954164,35320.063550179024,0.0
1,107293.09252632002,34861.69763097627,0.004535675048828125
2,103852.2507985275,33958.34202666613,0.016756534576416016
3,100500.84333662031,33072.96153495344,0.0222318172454834
4,97237.08677263197,32205.273994983832,0.02784872055053711
5,94059.22576409503,31355.001059045717,0.0332493782043457
6,90965.53261287189,30521.8681900079,0.03864431381225586
7,87954.30688418026,29705.604659985023,0.04680371284484863
8,85023.87502569771,28905.94355003121,0.05211687088012695
9,82172.58998665381,28122.621750653736,0.0570530891418457
10,79398.83083683846,27355.379962929765,0.061919212341308594
11,76701.00238547701,26603.96270000049,0.06659770011901855
12,74077.53479994665,25868.11828870824,0.0710761547088623
13,71526.88322433057,25147.59887113327,0.07747149467468262
14,69047.52739783446,24442.160405778897,0.08379578590393066
15,66637.97127311109,23751.56266814478,0.08825230598449707
16,64296.74263456875,23075.569250420755,0.09260106086730957
17,62022.39271676543,22413.947560026118,0.09707474708557129
18,59813.495823016994,21766.468816712648,0.10145401954650879
19,57668.64894437824,21132.908047943765,0.10926032066345215
20,55586.47137918341,20513.044082257697,0.11476302146911621
21,53565.604353362556,19906.65954031891,0.11927175521850586
22,51604.71064177955,19313.54082336033,0.12376260757446289
23,49702.474190867804,18733.47809871871,0.12844443321228027
24,47857.59974286912,18166.26528216757,0.13300371170043945
25,46068.81246201028,17611.700016756513,0.1409921646118164
26,44334.85756298103,17069.58364787296,0.14576077461242676
27,42654.49994210554,16539.721194252154,0.15084004402160645
28,41026.52381162461,16021.92131467504,0.1555774211883545
29,39449.73233753355,15515.996270110152,0.16039609909057617
30,37922.947281441084,15021.76188107644,0.1652364730834961
31,36445.00864693911,14539.037480028268,0.17318296432495117
32,35014.77433098854,14067.645858592023,0.17818260192871094
33,33631.11978084397,13607.413209515771,0.1850132942199707
34,32292.93765705124,13158.169063228484,0.1899552345275879
35,30999.137503060818,12719.746218943688,0.19514155387878418
36,29748.645422003883,12291.980670282312,0.20011210441589355
37,28540.403761179037,11874.711525430757,0.20546293258666992
