Function,Gradient,Iterations,Time
309.6749189135032,23.32953417012371,87.0,0.2733004093170166
246.7336344765665,21.128451366438835,122.0,0.3775742053985595
138.82305772117624,18.050476787874377,133.0,0.4017281532287597
229.89741127747575,23.78499617191693,133.0,0.4084954261779785
306.8829945516106,19.325381938720863,105.0,0.3194992542266845
213.77933012478465,20.00480389661652,92.0,0.2810151576995849
268.4731271894327,20.140936085864595,93.0,0.2793552875518799
230.90908923396933,13.22758693703996,113.0,0.3412506580352783
229.40621945294825,17.422627667204026,111.0,0.3417620658874511
135.21247811205208,22.643698200909665,146.0,0.4436256885528564
154.76511702961722,15.674093951142964,128.0,0.3876795768737793
221.85916936405317,14.26660942443648,105.0,0.3141889572143554
213.33543337570444,13.955498439626288,118.0,0.3574361801147461
245.2455046467295,11.34478246963222,135.0,0.4393227100372314
195.50666033293857,15.095201104839322,116.0,0.535167932510376
233.71893065790164,15.313340498003685,107.0,0.337611436843872
139.02151617070373,19.070660266726367,139.0,0.7188906669616699
225.33926680131583,9.131017864941152,73.0,0.2186520099639892
188.90339977774053,17.48844880153958,138.0,0.450890302658081
234.64118106415796,10.99074218140216,94.0,0.3074896335601806
171.77254415174042,21.635437258222414,91.0,0.2764050960540771
353.3428472322593,18.749069503493377,82.0,0.6991398334503174
192.56061626443525,18.91263720802945,101.0,0.3046343326568603
252.73369837672203,18.36395827817184,90.0,0.4273004531860351
148.28548441747745,15.586040944858352,121.0,0.3681893348693847
141.68088030248703,18.10495721721921,131.0,0.8878498077392578
188.2064954556729,16.705480605889537,124.0,0.3872530460357666
249.46191288220663,20.477756449177708,142.0,0.6803936958312988
247.5362426387044,21.64107251402538,89.0,0.3447811603546142
175.74910752015998,22.24274853717063,112.0,0.4052255153656006
