Iteration,Function,Gradient
0,19255.00639794287,259.54311618554595
1,13680.566523267,152.6856937590083
2,12262.490760032204,103.51228689016592
3,11697.053843699381,65.28555017461449
4,11498.363869273253,38.356029676713995
5,11434.006376490885,21.598839718196356
6,11414.34248539553,11.894060489663886
7,11408.59302830858,6.542847833874198
8,11406.818328514577,3.619599186030308
9,11406.273282606258,2.01340482746927
10,11406.101307322619,1.1519217034152596
11,11406.044036272579,0.6705132727720787
12,11406.024570736896,0.3923567875398612
13,11406.017825971569,0.23305382358994273
14,11406.015449036893,0.13744894992701737
15,11406.014625399253,0.08088005131651137
16,11406.014340892578,0.04742776716110834
17,11406.014243189013,0.02772870353514872
18,11406.014209909568,0.016192330424783533
19,11406.014198514426,0.009488312050141159
