Iteration,Function,Gradient
0,100467.20039915237,1110.3143389819602
1,78094.6635500058,918.2832315447358
2,69235.83734303573,732.5314795425082
3,65022.15212826924,633.1265168751046
4,62460.28664369326,558.8052342621522
5,60728.02523834326,490.729868477321
6,59494.76685348224,439.35280580862707
7,58530.90180577477,402.9160601959459
8,57743.64810727753,371.3147318388689
9,57084.335719496565,342.61687248298114
10,56531.38965615571,317.6216875307582
11,56064.92183193119,293.47989270759905
12,55675.34178510592,269.53079667135904
13,55352.153867521934,246.99345416216912
14,55085.62517142256,224.72231816364405
15,54872.5308718934,201.0342404674613
16,54708.3629269274,179.87515917014085
17,54597.143336376284,163.4360951668778
18,54503.533442876585,144.92464222194312
19,54430.43930341902,126.39109713734643
20,54374.598867970395,109.106829594728
21,54332.7093113455,93.36090710467938
22,54301.89461964619,79.14499654901613
23,54279.59769152479,66.82618145700825
24,54263.53672845072,56.45121537784017
25,54251.994666801984,47.589590033616126
26,54243.76959750318,40.02047766682085
27,54237.91492716381,33.808658420019036
28,54233.68834717442,28.821504066502083
29,54230.58889413207,24.71670488142602
30,54228.29791010128,21.28523579007265
31,54226.58658834641,18.473681418947145
32,54225.284556260296,16.192443478235898
33,54224.27543183579,14.314892388486573
34,54223.4803015932,12.766845629430733
35,54222.842070980936,11.489990862334151
36,54222.32178393488,10.39705282953111
37,54221.89482632687,9.427470721728662
38,54221.54301067771,8.57238840332065
39,54221.2512698266,7.813154763429298
40,54221.009173741084,7.103964819135954
41,54220.81008475391,6.423250665897941
42,54220.64809471896,5.782607194351964
43,54220.51723371121,5.18803240538792
44,54220.4123271003,4.6338409208559765
45,54220.32901998035,4.119860193819544
46,54220.26342597596,3.6483981129092835
47,54220.21217367201,3.21924696909002
48,54220.172361720935,2.836440841006847
49,54220.14142123036,2.5039441267279856
50,54220.11725179231,2.2149737293418856
51,54220.09833769429,1.958605146459614
52,54220.08355814424,1.7319148429672324
53,54220.07197848574,1.5356508314595645
54,54220.062847187226,1.365315854364774
55,54220.055622675034,1.2145149953927257
56,54220.049905952445,1.0806065752269332
57,54220.045377220675,0.9620709815606365
58,54220.04178840477,0.8558938852152679
59,54220.038952630726,0.7602053147699658
60,54220.03671708253,0.6749716346600613
61,54220.0349544632,0.5991898175700682
62,54220.03356748237,0.5307944807790218
63,54220.03248202266,0.46896512366005616
64,54220.03163585487,0.413942062249997
65,54220.030976651375,0.3653181541192048
66,54220.030463509705,0.3221596127944509
67,54220.03006476659,0.28391449165364585
68,54220.02975507613,0.25026177441700903
69,54220.0295142987,0.22077782434311677
70,54220.02932667772,0.19507376378626984
71,54220.02917991615,0.17270519716912403
72,54220.02906474641,0.15301684570250068
73,54220.02897437696,0.13549985848931895
74,54220.02890351686,0.1200452261504751
75,54220.02884780525,0.10655484978441412
76,54220.02880385523,0.09465058817802366
77,54220.02876920862,0.08396466691875346
78,54220.02874198432,0.0743890025327108
79,54220.02872062177,0.06590143416404273
80,54220.02870385179,0.05839070562105805
81,54220.028690690466,0.0517090923780225
82,54220.02868037909,0.04573559597542013
83,54220.02867232498,0.04038456600279139
84,54220.028666053055,0.03562729244008931
85,54220.02866116964,0.03145882939438529
86,54220.028657356284,0.027819663035673774
87,54220.028654372036,0.024612596335255872
88,54220.02865203604,0.021782127057212785
89,54220.02865020427,0.019306738483941144
90,54220.028648762636,0.01714199474948641
91,54220.02864762502,0.015233566357220793
92,54220.02864672587,0.013552694587256855
93,54220.02864601313,0.012074303957912999
94,54220.02864544715,0.010756975146118708
95,54220.02864499841,0.00957273431979993
