Words,Scores
aburrido,31.674630285541195
sucio,26.302875546810718
condiciones,23.857321439747253
viene,20.37526089928893
réplicas,18.287356321839077
consta,18.287356321839077
chavos,18.287356321839077
visitarle,16.5415361801111
significados,16.5415361801111
doler,16.5415361801111
desperdicio,16.5415361801111
asaltar,16.5415361801111
abstenerse,16.5415361801111
descuidado,16.119668969714166
urinal,15.837315142770597
complicadas,15.837315142770597
caliente,15.837315142770597
ahorrarte,15.837315142770597
aguantar,15.837315142770597
starters,14.662504685609214
molestan,14.662504685609214
horno,14.662504685609214
dubious,14.662504685609214
videos,14.165325296128733
propiedad,14.165325296128733
posibilidades,14.165325296128733
descuido,14.165325296128733
caluroso,13.71551724137931
sucia,12.931113665147095
insistentes,12.931113665147095
desquiciante,12.931113665147095
pública,11.787778190372748
respeten,11.190645859789653
gente,11.17291111735556
funcionamiento,10.972413793103447
comienzan,10.972413793103447
dinero,10.238160771343612
señal,10.187630449644464
kilómetros,10.187630449644464
desordenado,10.187630449644464
autoridad,10.187630449644464
aparta,10.187630449644464
seudo,10.118662417950341
hawking,10.096545888999913
cobran,9.802781235693804
difíciles,9.718844301863633
biografía,9.510303837407994
sketches,9.408767205576948
martin,9.408767205576948
hx,9.408767205576948
displaying,9.408767205576948
caja,9.311984277269817
ofrecer,9.05499706600228
suelto,9.019268579407703
recargarte,9.019268579407703
fumando,9.019268579407703
barandal,9.019268579407703
olor,8.877580849455752
huele,8.680067309170084
trataste,8.568015695336973
situación,8.568015695336973
movía,8.568015695336973
abandoné,8.568015695336973
aprovecha,8.485570034143997
lleno,8.152184009066819
parece,8.088689501994713
recepción,8.002455223212076
nublado,8.002455223212076
hermana,8.002455223212076
35,7.570936482491287
alcohol,7.310557305405294
seguridad,7.290028886089183
hostigan,7.083676064885733
lástima,6.987530626580158
ambulantes,6.932828170321747
malas,6.857300292457832
unfortunate,6.604616974464096
turd,6.604616974464096
informative,6.604616974464096
indefinitely,6.604616974464096
alas,6.604616974464096
addition,6.604616974464096
nadie,6.515321387244173
insoportable,6.499686462043999
comparación,6.3943064328391435
mucha,6.382886672480305
mostly,6.315232332363619
sólo,6.247424615488652
vecindario,6.213066469981654
justos,6.211906073531212
excesivos,6.211906073531212
cuarzos,6.211906073531212
adultas,6.211906073531212
legend,6.196988870114295
acosan,6.005571162614018
holding,5.903755711630737
120,5.8259294429222415
moves,5.7829698360090696
dirty,5.7829698360090696
autoridades,5.7315219847664425
ambulantaje,5.707955584668051
cabeza,5.56289137682183
persona,5.423141638224564
atractivo,5.241711916712861
indigenous,5.1624973855806635
gave,5.138623999192386
subes,5.103684343353039
tranquilos,5.029197616454773
tiro,5.029197616454773
rompió,5.029197616454773
piezas,5.029197616454773
otorga,5.029197616454773
operadora,5.029197616454773
lesionando,5.029197616454773
leones,5.029197616454773
guanajuatenses,5.029197616454773
exhibe,5.029197616454773
dificiles,5.029197616454773
desplomó,5.029197616454773
concurridos,5.029197616454773
club,5.029197616454773
clausurado,5.029197616454773
cidad,5.029197616454773
amabilidad,4.989514949672042
statuary,4.966978343229207
piece,4.966978343229207
hundred,4.966978343229207
horrid,4.966978343229207
fighting,4.966978343229207
contributor,4.966978343229207
commemorates,4.966978343229207
according,4.966978343229207
guías,4.859350973376208
artist,4.857125656085709
aparte,4.727171169102755
dura,4.697249499586965
escribió,4.694277887183898
mal,4.626697338599768
normal,4.613259726630867
caso,4.492015746577706
pierde,4.477154636853424
vehículos,4.475443120373905
vendimia,4.443230168000426
domingo,4.39258258847901
instrucciones,4.3133497813833905
cristal,4.299146192279714
museo,4.256942459838232
closed,4.237728284153495
restan,4.18396551601465
regular,4.022962342373719
molesta,4.002514746409889
explanation,3.990445968354608
pasajeros,3.9100388672063597
acosadores,3.856454275944526
rayas,3.82820819484923
uso,3.795948363093679
serving,3.7948886621066378
lacks,3.7948886621066378
immediate,3.7948886621066378
guiding,3.7948886621066378
element,3.7948886621066378
bb,3.7948886621066378
respeta,3.757172462468736
alguno,3.6891831031936877
caro,3.6748667113060582
demasiado,3.639297595907376
impacto,3.600194363773404
cuidado,3.551009838919904
diga,3.5340520385897345
desgraciadamente,3.533929624598593
exceso,3.516422501822091
andar,3.437019679582871
excepcional,3.422905727639889
poca,3.4095217539537614
desear,3.4034903093588564
suben,3.396435817044813
suciedad,3.3917411978382765
área,3.3867581771920636
súper,3.3485759293140998
the,3.328801406049956
remodelación,3.322429729017737
escaleras,3.3028337156475396
solo,3.277326764700254
sigue,3.2705283435931767
pues,3.24760619190508
tiran,3.228613089289396
educación,3.228613089289396
boleto,3.2252569226784686
vaya,3.2048254525624773
feo,3.2030475126138818
vendedores,3.185231323802302
bien,3.177496342298989
poner,3.165767512837443
puedes,3.152798141885704
falta,3.1434471592020845
pequeña,3.071658952696665
serie,3.0284057696079754
adicional,3.013957378276796
looks,2.9647898593191413
actualmente,2.948364746873505
against,2.9460100234804174
mala,2.943769514877993
pudo,2.938058329545828
basura,2.9257934232554574
fea,2.915376238332039
rodeado,2.8772320383714374
tradición,2.8569902866464822
comercios,2.8133780249050786
comercio,2.8102522581287004
calificación,2.805863859020565
borrachos,2.8014969004028085
linda,2.7984972191083366
angostas,2.793095624134022
recibe,2.7917153068668314
históricos,2.791033210978166
puestos,2.7625119609914224
estilo,2.741336221332908
esperaba,2.7175849052440153
you,2.6935749222236214
caer,2.6890305169193343
objetos,2.6834264432029795
deficiente,2.6834264432029795
acerquen,2.6834264432029795
again,2.683182910860288
vienes,2.681992091310889
conservado,2.6601368134176995
común,2.638281248708199
propina,2.6132175793154366
estructura,2.593133177316349
guanajuato,2.57919222155524
vacaciones,2.5457218482137627
profesionalidad,2.5457218482137627
orines,2.5457218482137627
atiborrado,2.5457218482137627
existe,2.5040098596287845
found,2.496487912849222
obtiene,2.4851426803761223
doquier,2.4816582682679518
realidad,2.4731964606271353
entrar,2.4603722519921827
cuestión,2.4342080905578167
vigila,2.427250544896969
plásticas,2.427250544896969
muucha,2.427250544896969
infortunadamente,2.427250544896969
grafitis,2.427250544896969
cubiertos,2.427250544896969
carpas,2.427250544896969
blancas,2.427250544896969
azules,2.427250544896969
aseo,2.427250544896969
monumento,2.418190287885183
regret,2.416716385799762
alguna,2.344917596800336
ayuda,2.343828083813526
turno,2.340227481618525
skip,2.332268585561077
ásperas,2.3239154690007
solamente,2.3239154690007
rededor,2.3239154690007
proporciones,2.3239154690007
obsesión,2.3239154690007
miré,2.3239154690007
limita,2.3239154690007
gubernamental,2.3239154690007
fluido,2.3239154690007
distancias,2.3239154690007
demeritan,2.3239154690007
conmemorativo,2.3239154690007
asegurarnos,2.3239154690007
arribas,2.3239154690007
arquitectónico,2.3239154690007
subir,2.290910579763539
deja,2.2708586937955557
quizá,2.253274435592647
rotas,2.2327457619009925
repleto,2.2327457619009925
meados,2.2327457619009925
maqueta,2.2327457619009925
incompleto,2.2327457619009925
grotesco,2.2327457619009925
grafiteado,2.2327457619009925
estorba,2.2327457619009925
esquina,2.2327457619009925
balaustradas,2.2327457619009925
atardeceres,2.2327457619009925
imagen,2.2219188819962516
entrada,2.2139954429755737
público,2.198643437159631
estatua,2.1946881190796126
embargo,2.1810876830312735
debería,2.1770888817701906
ciudad,2.1666448762387396
vuelvan,2.1515276513732045
seat,2.1515276513732045
salía,2.1515276513732045
parquesito,2.1515276513732045
nostalgia,2.1515276513732045
muchísisimos,2.1515276513732045
guíadas,2.1515276513732045
funciones,2.1515276513732045
ferias,2.1515276513732045
echar,2.1515276513732045
daughter,2.1515276513732045
crying,2.1515276513732045
cayó,2.1515276513732045
cargar,2.1515276513732045
aconsejaron,2.1515276513732045
abandonada,2.1515276513732045
indicaciones,2.1452798310843546
tráfico,2.103373788027046
explicaron,2.0785731850595486
denominador,2.0785731850595486
atender,2.0785731850595486
alonso,2.0785731850595486
hacer,2.045582217078356
tranquilamente,2.0125698324022347
regule,2.0125698324022347
