iteration,fx,dfx
0,137.307820712943,339.1667309806704
1,135.0946157451229,331.3275624612545
2,133.05216726167473,323.96914142123865
3,131.15643937977717,317.02705989371367
4,129.38596804474548,310.44511984016543
5,127.72137778644185,304.17421755053607
6,126.14500222611856,298.17143944128895
7,124.6405881471508,292.3993251517949
8,123.19306780037488,286.8252628603634
9,121.78838763946868,281.4209885753362
10,120.41338422794838,276.1621663984725
11,119.05569987876707,271.0280308437381
12,117.70373186296962,266.0010755485582
13,116.34660989144501,261.06677537937253
14,114.9741971379214,256.21333119140763
15,113.57711041495848,251.43142849011758
16,112.1467553061324,246.7140030578431
17,110.67537215485211,242.0560083219115
18,109.15608886340918,237.4541808904635
19,107.58297650835718,232.9068022861197
20,105.9511038670588,228.41345645935007
21,104.25658710522691,223.9747841375533
22,102.49663111880696,219.59223642031364
23,100.66955936936618,215.26783121179224
24,98.77482950481259,211.0039170267852
25,96.81303261184988,206.80294935696597
26,94.78587458896219,202.6672850855544
27,92.69613883652563,198.59900035560065
28,90.54763020476896,194.59973681623933
29,88.34510088708494,190.6705803088503
30,86.09415965996077,186.8119748591572
31,83.80116651661939,183.0236733909081
32,81.47311528787438,179.30472497660156
33,79.11750726508072,175.65349681204157
34,76.74221911852622,172.06772757027426
35,74.35536853116544,168.54460747401015
36,71.9651809425624,165.08087942018295
37,69.57986063047967,161.67295486100562
38,67.20746906471301,158.3170379210818
39,64.85581307262676,155.00925140038507
40,62.53234488557592,151.74575883483692
41,60.24407561910127,148.52287759010292
42,57.997503206342074,145.33717896405997
43,55.79855528034031,142.18557237747595
44,53.65254701006113,139.06537185320354
45,51.56415345567438,135.9743440458711
46,49.537395634418885,132.91073802777748
47,47.57563918743309,129.8732978227348
48,45.681604313528574,126.86125928713086
49,43.857385486867464,123.87433336251682
50,42.10447939712892,120.91267797610682
51,40.42381953555903,117.97686096399129
52,38.8158158890158,115.06781636186334
53,37.28039828652287,112.18679627751555
54,35.81706205848225,109.33532035608167
55,34.424914807512195,106.5151245987365
56,33.102723242654434,103.72811102078151
57,31.84895918737142,100.97629935422749
58,30.661844029581758,98.26178172751453
59,29.53939103359299,95.58668100130792
60,28.479445075157784,92.9531132112874
61,27.479719489217434,90.36315437041335
62,26.537829833513356,87.81881171581718
63,25.651324469380405,85.3219993488875
64,24.81771194367003,82.87451810965156
65,24.03448522345005,80.47803944564752
66,23.29914288887413,78.1340929781058
67,22.60920743066967,75.84405743114262
68,21.962240828482102,73.60915456955134
69,21.35585760632626,71.43044578454047
70,20.78773557311235,69.30883097154832
71,20.255624461053706,67.24504935750919
72,19.75735267404142,65.23968195443582
73,19.290832352977795,63.29315534003649
74,18.8540629566497,61.40574649274421
75,18.44513354590548,59.57758843673749
76,18.06222394644815,57.808676481274354
77,17.70360495211701,56.09887486717214
78,17.36763771662127,54.44792366095878
79,17.052772467730474,52.855445763667674
80,16.757546664238042,51.32095392614004
81,16.480582702838024,49.84385768581686
82,16.220585269563667,48.423470161201784
83,15.9763384187459,47.05901465934898
84,15.746702451629712,45.7496310688053
85,15.530610656870582,44.49438202535738
86,15.327065966124993,43.292258850658186
87,15.135137569831535,42.1421872742984
88,14.953957531018393,41.04303295812567
89,14.782717428523842,39.993606847588126
90,14.620665055326965,38.99267037861169
91,14.467101192698397,38.03894057006127
92,14.321376476538022,37.131095031287074
93,14.182888368508614,36.2677769117656
94,14.051078241344651,35.447599815624166
95,13.92542858495879,34.669152698157774
96,13.805460337632995,33.9310047546368
97,13.690730344618533,33.23171030414199
98,13.580828944834343,32.569813663259474
99,13.475377685005872,31.943853996650933
100,13.374027159488858,31.352370124197844
101,13.276454973141622,30.793905257991955
102,13.182363823915072,30.267011637234038
103,13.091479701294801,29.77025502536599
104,13.003550196331316,29.302219031660353
105,12.918342918711083,28.861509219093975
106,12.835644016134523,28.44675696160583
107,12.755256791161706,28.05662301666008
108,12.677000410647944,27.689800783203463
109,12.60070870290756,27.345019220358587
110,12.526229037805122,27.021045408233306
111,12.453421285069702,26.71668673873396
112,12.382156846251949,26.430792730936734
113,12.312317755889577,26.162256472107547
114,12.243795847608407,25.910015691615936
115,12.17649198105926,25.673053480559954
116,12.110315325771316,25.450398674754567
117,12.045182698187501,25.241125922738988
118,11.981017948333506,25.044355463581205
119,11.917751392758332,24.85925264149966
120,11.855319290567362,24.68502718571748
121,11.793663359549255,24.52093228458063
122,11.73273032957288,24.366263482892975
123,11.672471530600278,24.22035743074952
124,11.612842512825008,24.08259051098759
125,11.553802696602027,23.952377370830774
126,11.495315049985258,23.829169381472543
127,11.437345791831746,23.712453047326516
128,11.379864118567056,23.60174838454157
129,11.322841952835322,23.496607286212036
130,11.266253712378724,23.396611889563722
131,11.210076097606125,23.301372958313042
132,11.154287896418575,23.210528291413915
133,11.09886980496094,23.123741167551547
134,11.043804263064285,23.040698833030262
135,10.989075303233014,22.961111039145404
136,10.934668412114338,22.88470863372869
137,10.880570403465898,22.81124221031354
138,10.826769301710332,22.740480817275508
139,10.773254235233624,22.672210728356475
140,10.720015338647626,22.60623427516994
141,10.667043663296155,22.542368741598576
142,10.614331095338986,22.480445319422376
143,10.561870280799134,22.42030812404574
144,10.509654557006352,22.361813268812853
145,10.457677889913613,22.304827996102134
146,10.405934816804258,22.249229863162586
147,10.354420393945322,22.194905980487686
