iteration,fx,dfx
0,4986.161623505244,3007.176112514607
1,1956.1043841880619,1767.8652956690548
2,1100.252950087036,1063.8667862254863
3,834.6411282360768,925.4085937999438
4,779.5901052121716,907.3997711554691
5,713.2575546447408,877.5089018335228
6,609.4809487311447,690.326405277592
7,551.7321077536074,560.0291572116481
8,286.458017013888,136.30375192993918
9,258.7324969636025,145.78794015821668
10,216.0154050263427,165.27384882771946
11,156.7910045893638,167.3410430889644
12,122.0191339379512,123.80507731775258
13,96.41363130676335,24.31675115346386
14,94.55040337281777,8.47160361450016
15,93.84632327528408,7.965921377715912
16,93.15372781055518,8.046440303047097
17,92.46903444709034,8.362360940540677
18,91.77154714467991,8.038493603468748
19,91.07603527359181,8.018529415863776
20,90.38685604603549,8.203968646241272
21,89.69925320533169,8.339887456425718
22,88.99315125547332,7.715321274894816
23,88.31510107293234,8.561155164440835
24,87.60957382242215,7.787830117349943
25,86.93893416907257,8.861151222471587
26,86.20826666666044,6.879752860902372
27,85.6119475609958,10.975047588838821
28,84.81198531062346,5.909310375286462
29,84.43941440096665,15.880577051172954
30,83.39022668139319,4.727306803181427
31,82.91857764231442,9.424984453314472
32,82.17349960300179,7.457053825214917
33,81.53277915717892,9.751118492378463
34,80.77961918466602,6.633290458723304
35,80.21976950069889,11.971216633194576
36,79.37451351630992,5.193326514181358
37,78.90231636157071,7.489604252391045
38,78.27465814350502,10.847491600039682
39,77.48574708508826,5.9058079324075985
40,77.16822657235699,16.631207374891964
41,76.06321342410462,4.8589325970349915
42,75.5865346097305,9.205075312552182
43,74.85615221837165,7.825533177815445
44,74.17896060226549,8.625794755412501
45,73.45875076752259,7.191325799531678
46,72.83987247533612,10.34823818528289
47,72.06012451229273,6.035221718201351
48,71.6061131471266,14.359316021276562
49,70.65006571655269,5.065237277079225
50,70.16987976948766,8.489239858542877
51,69.47269812387644,8.886882369580707
52,68.7599368190545,7.612436958839378
53,68.10307705436689,9.27936136505301
54,67.35670549930474,6.465537442810871
55,66.81338326287413,12.319424263796323
56,65.95832147446292,5.531127048005333
57,65.48476492102718,7.153799671181378
58,64.91526941478178,12.14709549089667
59,64.06880343966657,5.483942702810855
60,63.59660638047491,7.118177882415469
