Function,Iterations,Time
0.3978873577297381,6.0,0.007624864578247
0.3978873577297381,3.0,0.0060987472534179
0.3978873577297381,6.0,0.008723497390747
0.3978873577297381,6.0,0.0122697353363037
0.3978873577297391,4.0,0.0078461170196533
0.3978873577297381,5.0,0.0105390548706054
0.3978873577297397,3.0,0.0054738521575927
0.3978873577297381,5.0,0.0107545852661132
0.3978873577297381,5.0,0.0093533992767333
0.3978873577297381,5.0,0.0089709758758544
0.3978873577297381,4.0,0.0056514739990234
0.397887357729774,5.0,0.0102133750915527
0.3978873577297381,5.0,0.0076613426208496
0.3978873577297381,4.0,0.0061538219451904
0.3978873577297382,5.0,0.0103552341461181
0.3978873577297381,6.0,0.0102887153625488
0.3978873577297381,6.0,0.0136911869049072
0.3978873577298409,3.0,0.0044147968292236
0.3978873577297822,4.0,0.0054476261138916
0.3978873577297384,3.0,0.0054042339324951
0.3978873577297381,6.0,0.0110392570495605
0.3978873577297381,6.0,0.0109710693359375
0.3978873577297477,3.0,0.0106663703918457
0.3978873577297381,4.0,0.0058763027191162
0.3978873577297381,4.0,0.0056242942810058
0.3978873577297381,5.0,0.0114960670471191
0.3978873577297381,6.0,0.0126121044158935
0.3978873577297381,6.0,0.0121932029724121
0.3978873577297381,4.0,0.0072822570800781
0.3978873577297381,4.0,0.0067629814147949
