Iterations,Function,Gradient,Time
0,113316.89395671908,33966.566921209815,0.0
1,109960.9353241417,33155.42256718773,0.0030829906463623047
2,103488.71292284675,31577.846134345422,0.010860204696655273
3,97325.98764088852,30060.090381851012,0.01697707176208496
4,91460.99185372672,28600.202110781425,0.025584936141967773
5,85882.34228093918,27196.290555599102,0.02984166145324707
6,80579.02775770825,25846.524882915633,0.03452587127685547
7,75540.39747016935,24549.132050345765,0.03876900672912598
8,70756.14958471546,23302.395003933063,0.04306840896606445
9,66216.32020582237,22104.651190878965,0.05513763427734375
10,61911.27260182523,20954.291362000604,0.0616605281829834
11,57831.686643462934,19849.75863555051,0.06616806983947754
12,53968.548405988884,18789.547790841796,0.07053852081298828
13,50313.13989229858,17772.20475664645,0.07460403442382812
14,46857.02884189038,16796.326255701693,0.07869958877563477
15,43592.058598572505,15860.55956302109,0.0839073657989502
16,40510.33801864092,14963.60233223326,0.09977006912231445
17,37604.23141072813,14104.2024410508,0.10788106918334961
18,34866.34850857105,13281.157804410374,0.11247467994689941
19,32289.53448843545,12493.316102037252,0.11661911010742188
20,29866.860053685392,11739.57436639021,0.12216424942016602
21,27591.611619783787,11018.878377336629,0.12924957275390625
22,25457.281643596507,10330.221811653775,0.1440880298614502
23,23457.559150968405,9672.64509863646,0.1485891342163086
24,21586.320525856107,9045.233937678417,0.15625858306884766
25,19837.620632578557,8447.117439475192,0.16160011291503906
26,18205.684349779167,7877.465859030586,0.16595101356506348
27,16684.89860039911,7335.487895224062,0.1715090274810791
28,15269.804966426049,6820.427537317104,0.18125677108764648
29,13955.092980714202,6331.560442212673,0.1908092498779297
30,12735.594191342696,5868.189826215148,0.19570350646972656
31,11606.277097608627,5429.641850337928,0.20017433166503906
32,10562.243061837986,5015.260468376247,0.20476889610290527
33,9598.72330872376,4624.401692803597,0.20929265022277832
34,8711.077134491343,4256.427218088723,0.2136080265045166
35,7894.791461548196,3910.697330799807,0.23062872886657715
36,7145.481888315836,3586.563042566476,0.23550987243652344
37,6458.895393584658,3283.3574243448943,0.24055886268615723
38,5830.914850326047,3000.386225430855,0.24519753456115723
39,5257.565469657855,2736.9180617489396,0.24969196319580078
40,4735.023208995057,2492.1747865699217,0.2543208599090576
41,4259.625011995815,2265.323122954596,0.2655196189880371
42,3827.8804767921206,2055.469199305759,0.27161622047424316
43,3436.4841640795044,1861.658166154669,0.2767300605773926
44,3082.327281558277,1682.881384741858,0.2815513610839844
45,2762.506983377101,1518.0935493548802,0.2862436771392822
46,2474.3311073929103,1366.2414030111613,0.2912018299102783
47,2215.3159571146684,1226.3044227896805,0.29631948471069336
48,1983.1748351218866,1097.3459436533487,0.30147361755371094
49,1775.7956050324735,978.5702296557567,0.30695605278015137
50,1591.206894320058,869.3760774957741,0.3278317451477051
51,1427.535119259965,769.390236420257,0.3356497287750244
52,1282.9586410270142,678.456827807457,0.34062695503234863
53,1155.6703482036728,596.5599874688559,0.3540360927581787
54,1043.8630699966768,523.6768792887959,0.3622314929962158
55,945.7490719684807,459.5989022523256,0.36734986305236816
56,859.612774205937,403.7991976359991,0.3722872734069824
57,783.8787967196403,355.4226296330792,0.376969575881958
58,717.1678521083621,313.40292618780234,0.3820209503173828
59,658.3219262256928,276.62804453763385,0.38947200775146484
60,606.3961041011161,244.11403341990712,0.39498257637023926
61,560.6095988637039,215.24993911586282,0.4010648727416992
62,520.2456064247532,189.97474198958506,0.4061744213104248
63,484.5638886993261,168.3687652329667,0.41103100776672363
64,452.8680093215901,149.76593670461142,0.4158933162689209
65,424.69811398864994,132.6544760214052,0.42070698738098145
66,399.93041601272523,115.34983730977474,0.4294250011444092
67,378.76585305239604,96.29351442950563,0.4395575523376465
68,361.70553219108837,74.03015208415162,0.4449307918548584
69,349.525393418337,47.40064048904689,0.45002055168151855
70,343.14484968782966,17.567359841510775,0.45510196685791016
71,342.2113655826381,22.85076575893732,0.46000123023986816
72,342.03484406481317,8.791274723987813,0.483917236328125
73,341.9130858230183,16.846371224744885,0.49138832092285156
74,341.8139854790055,7.668877302669837,0.49712538719177246
75,341.7250511778896,15.311442692415289,0.5045673847198486
76,341.64274945920977,7.18952539950336,0.5113515853881836
77,341.56565934079504,14.429998612943116,0.51900315284729
78,341.4924670918406,6.867029361121805,0.5255389213562012
79,341.4226173752007,13.82980057777595,0.5308437347412109
80,341.35537915455694,6.637299716655088,0.5399441719055176
81,341.2904274345077,13.40778459123869,0.5455601215362549
82,341.2272536408083,6.476486179536358,0.5512125492095947
83,341.16565883077254,13.116061636216221,0.5568017959594727
84,341.1052394211115,6.370436886532732,0.5700244903564453
85,341.0458683169366,12.92815485657123,0.5755529403686523
86,340.9872047516937,6.310050372570045,0.5805816650390625
87,340.92915229233574,12.82906225241327,0.5856645107269287
88,340.87141722919637,6.289872596693617,0.5937573909759521
89,340.8139014553602,12.811247404074052,0.6018500328063965
90,340.756350763327,6.307425328933986,0.6079652309417725
91,340.6986398201244,12.872840653609826,0.6134731769561768
92,340.6405473022846,6.36286839753383,0.6197669506072998
93,340.58189910278566,13.01696590587496,0.6254062652587891
94,340.52249818602974,6.458910342900159,0.6304459571838379
95,340.46210055634225,13.25181161119593,0.6449489593505859
96,340.400521729702,6.600962336548764,0.6503169536590576
97,340.3374228816807,13.591312683771465,0.6556744575500488
98,340.2726161636545,6.797567092254471,0.6606836318969727
99,340.20563393432525,14.056457899373093,0.6656661033630371
100,340.13626288792534,7.061170627100106,0.6722803115844727
101,340.0638564221242,14.677370919697053,0.6824543476104736
102,339.98814342876153,7.409353699501249,0.6917037963867188
103,339.90822122443626,15.496463499090256,0.696688175201416
104,339.8237105252432,7.866716533571318,0.7013485431671143
105,339.7333305514664,16.573166588926075,0.7066831588745117
106,339.63651090778757,8.467733938529157,0.7130475044250488
107,339.53139446181274,17.991061466386068,0.7233800888061523
108,339.4170767641787,9.261100115350578,0.7284243106842041
109,339.29079276749013,19.868749611300743,0.7332785129547119
110,339.15104789676315,10.316414266976315,0.738229513168335
111,338.9935969258393,22.376642009512214,0.7474045753479004
112,338.8158800322002,11.73458973227586,0.7526569366455078
113,338.6111508117942,25.76316384156508,0.7582077980041504
114,338.3748723563721,13.664153307525329,0.7655866146087646
115,338.09591585298676,30.39564695296729,0.772150993347168
116,337.76595952125604,16.326476220151438,0.7775022983551025
117,337.3659351298689,36.82245279236888,0.783951997756958
118,336.880049226585,20.052758778015715,0.7890434265136719
119,336.2745200503548,45.858582137902836,0.7939939498901367
120,335.5184459754139,25.3290540937698,0.7988226413726807
121,334.5509802622836,58.666985893655514,0.8188998699188232
122,333.31058278041235,32.81345190829276,0.8252358436584473
123,331.69104074206854,76.68325044182527,0.8314361572265625
124,329.57186480148005,43.17256936145266,0.8368191719055176
125,326.79726232272856,100.83556284631572,0.8439164161682129
126,323.15402024465584,56.274020697948586,0.8555686473846436
127,318.5534010896606,128.73993610755122,0.8609597682952881
128,312.7146339329845,69.00228560263639,0.8661923408508301
129,306.08615997543257,149.2806745615241,0.8717126846313477
130,298.488428590117,73.0943118489038,0.8789753913879395
131,291.40539177918595,141.1623875047551,0.8884470462799072
132,284.86191683207556,61.30014584205998,0.8977975845336914
133,280.15277494081806,104.17383102673814,0.9033107757568359
134,276.72643837090254,39.2471970659992,0.9086830615997314
135,274.80456418628876,59.4410563718361,0.9136841297149658
136,273.7150854651104,20.361098775447605,0.9204971790313721
137,273.188385373867,29.109680148869188,0.926476240158081
138,272.92835373702405,9.880668351265307,0.9317419528961182
139,272.795679380192,15.12456400994593,0.9456403255462646
140,272.72391087001586,5.794955764654758,0.9543619155883789
141,272.67057139226114,11.435731427164434,0.9596045017242432
142,272.6283668468975,4.9435558237618284,0.9646081924438477
143,272.58689452325603,11.268413426651241,0.9739360809326172
144,272.54574811142146,4.950439147490175,0.9821197986602783
145,272.5038857241389,11.46785569935505,0.9876811504364014
146,272.46127037942136,5.03800262985741,0.9938540458679199
147,272.4178708773881,11.680091916125827,0.9990794658660889
148,272.3736782166622,5.124002248922361,1.0040509700775146
149,272.328753713669,11.874591656063208,1.0096824169158936
150,272.2830949366586,5.200185002331822,1.0157701969146729
151,272.23679152103506,12.043538909726012,1.021904706954956
152,272.18984410051235,5.2640182573811245,1.0274813175201416
153,272.14235669063197,12.183518722689879,1.0339672565460205
154,272.0943316898232,5.314849117031253,1.039304494857788
155,272.0458707300171,12.295613955526477,1.044325590133667
156,271.99697603493934,5.354243739656148,1.049269676208496
157,271.9477232142519,12.38684147726892,1.0598363876342773
158,271.89811343911316,5.386548644917667,1.0650527477264404
159,271.8481677895832,12.471124459513986,1.071885585784912
160,271.79788558150966,5.419231344119848,1.077263593673706
161,271.7472015041079,12.569854973546562,1.082383155822754
162,271.6961133654249,5.462973570622117,1.0886096954345703
163,271.6444368695645,12.711647442537524,1.0996074676513672
164,271.5921680974204,5.531469186102333,1.1053760051727295
165,271.53897049132,12.931717604306101,1.1105983257293701
166,271.48483660188145,5.641114092879813,1.1157960891723633
167,271.4292415372127,13.271194872520025,1.1208877563476562
168,271.37216710948275,5.810840857012761,1.125657558441162
169,271.3128534358877,13.777449918116774,1.1318004131317139
170,271.2512548955022,6.062565116770879,1.1384656429290771
171,271.18630521513444,14.506418206956369,1.1471600532531738
172,271.11789714700063,6.422727440765271,1.1524839401245117
173,271.0445360129291,15.52832976253771,1.160029649734497
174,270.96598847596357,6.925522193107173,1.1657860279083252
175,270.88011426796135,16.93809678157288,1.1708979606628418
176,270.78643228372266,7.618460329515988,1.1758437156677246
177,270.68176096969063,18.872421552346353,1.181885004043579
178,270.56513705698745,8.571355449060842,1.1903271675109863
179,270.4315998528112,21.53702796798468,1.1956243515014648
180,270.2792328819968,9.89069404656694,1.2017574310302734
181,270.0998719226937,25.250976707790183,1.2067244052886963
