Iteration,Function,Gradient
0,957542.6315963177,10278.713649361658
1,758372.3144784436,9031.645828949806
2,616786.6168813073,5550.748983185189
3,569020.4028916404,3260.692868973955
4,552374.9010029846,2074.9971975522467
5,544567.9164715402,1495.6794477201006
6,540634.2320514169,1044.1876081497865
7,538677.9845349994,798.8231307134844
8,537414.2099770373,663.331868929523
9,536544.536353699,611.442268540407
10,535857.0161226079,556.0444986035491
11,535257.1855857543,532.4216020501806
12,534657.5761682425,538.9561528119295
13,534034.4155296446,547.7021268612033
14,533384.429208773,565.5565120279115
15,532693.4991913801,572.3272629927776
16,532017.5361062028,561.8727252697455
17,531369.7965456601,545.4041216387591
18,530771.8418041883,511.87252378295256
19,530260.1152522746,465.86853370535306
20,529838.0759578777,418.2084269519996
21,529497.9853899073,368.644719115193
22,529234.1043803296,321.8129253618624
23,529030.6114087177,280.37198532142935
24,528875.3212815532,243.31773288188137
25,528757.1537892108,211.541175791232
26,528666.5615379272,185.2252005672637
27,528596.2843303223,163.42814184928304
28,528541.2045106291,144.69896331227818
29,528497.7063557149,128.64690248931623
30,528463.063951922,114.9290859308675
31,528435.3692257825,102.70822578444215
32,528413.120250014,92.3454536938589
33,528394.9580795488,83.63962479379836
34,528380.0793224396,75.80074810270206
35,528367.8308975697,68.66026696442981
36,528357.7448469226,62.335894215374445
37,528349.4399096986,56.67898246444714
38,528342.5372578565,51.77133591978275
39,528336.7810807126,47.202977222245515
40,528331.9942463149,43.00738945403398
41,528328.0273966393,39.20551121758116
42,528324.7420754296,35.54166139100338
43,528322.0409128442,32.23248298486961
44,528319.825200188,29.224073030166338
45,528317.997773024,26.587690677021765
46,528316.4760588451,24.279609105961097
47,528315.2130955987,22.05562188586656
48,528314.1753746797,20.022158113558202
49,528313.3166497878,18.205029085671725
50,528312.6071426881,16.530319110637173
51,528312.0228544675,15.012897153116286
52,528311.5407935661,13.639508853124829
53,528311.1432885089,12.373756588893025
54,528310.8156797043,11.25527985572113
55,528310.5450274957,10.198465991997374
56,528310.3231465322,9.234847069500145
57,528310.1404622965,8.421652371119029
58,528309.9879479572,7.689755574275987
59,528309.8611744882,7.007936094210994
60,528309.7554627113,6.407542860658607
61,528309.6671103722,5.8556492369597155
62,528309.5933884222,5.3439061392527805
63,528309.5322107789,4.864336812773145
64,528309.4815859905,4.4074772013755865
65,528309.4402413738,3.9877892988533645
66,528309.4063117056,3.613589897343693
67,528309.3784436075,3.277157657382787
68,528309.355430388,2.9830485025995137
69,528309.336405239,2.706864551767053
70,528309.3207334796,2.4592486251094825
71,528309.3077958414,2.2350140913889662
72,528309.2970978373,2.0334192305400403
73,528309.2882405408,1.8504653985301338
74,528309.2809257067,1.674482239810668
75,528309.2749655149,1.5097098262463051
76,528309.2701297438,1.3607485007716524
77,528309.2661975822,1.2287459939564198
78,528309.2629801311,1.111274745145704
79,528309.260344896,1.0067113336699278
80,528309.258183923,0.9122058255316797
81,528309.2564082291,0.8272986371913228
82,528309.2549444219,0.749484743920854
83,528309.2537490464,0.6785656771428895
84,528309.2527659067,0.6152180239440801
85,528309.2519581954,0.5576453826277634
86,528309.2512922314,0.5069764266896643
87,528309.2507425551,0.4603012185068877
88,528309.250291992,0.4150297488096553
89,528309.2499265824,0.37382729239841894
90,528309.249629019,0.3384499725011348
91,528309.249384878,0.30662660511384604
92,528309.2491830043,0.2796080818053581
93,528309.2490151545,0.2548145639097647
94,528309.2488769544,0.22996345980603505
95,528309.2487645976,0.2077301235008142
96,528309.2486724216,0.18821870420646217
97,528309.2485967254,0.17105697007976864
98,528309.248534124,0.15551068476274663
99,528309.2484822671,0.14138924980351225
100,528309.2484396565,0.12821281679265079
101,528309.2484044719,0.11648153652404343
102,528309.248375357,0.10612923691359545
103,528309.2483512089,0.09672649403272889
104,528309.2483311562,0.08811471852748966
105,528309.2483144387,0.08063806204087699
106,528309.2483004585,0.07359744742150866
107,528309.2482888561,0.06671491866631003
108,528309.2482794009,0.06021903902298136
109,528309.248271664,0.05458282673368414
110,528309.2482653091,0.049577500762708435
111,528309.2482600327,0.045190301874881086
112,528309.2482556382,0.04122277728307268
113,528309.2482520101,0.037405023634920535
114,528309.2482490147,0.034017757034187836
115,528309.2482465394,0.030903988933718384
116,528309.2482444937,0.028086513748562452
117,528309.2482428075,0.025511017946293218
118,528309.2482414175,0.02317205803385113
119,528309.2482402648,0.021080027038054547
120,528309.2482393157,0.019113435467600887
121,528309.248238538,0.017285846996604008
122,528309.2482379003,0.015686629704674188
123,528309.248237374,0.014226400383180644
124,528309.2482369419,0.012906922795086928
125,528309.248236586,0.011714485203544471
126,528309.2482362923,0.010654136961059513
127,528309.2482360492,0.009680351791285702
