Iteration,Function,Gradient
0,19248.066937255964,259.5316521553528
1,13498.812376226293,137.34117729571403
2,12107.066141659763,85.68528951456804
3,11596.91022941473,48.36662153556864
4,11451.94069817895,24.505761266502944
5,11416.821776237939,12.7921280052634
6,11408.588475348817,6.294785058313358
7,11406.560085316372,2.6934461744995595
8,11406.16131570905,1.2934724918437135
9,11406.056751822196,0.6906745656814277
10,11406.026242820079,0.37604545807313555
11,11406.017201803634,0.19478869227944798
12,11406.014940908146,0.09457740820490733
13,11406.01439379613,0.04863074757126598
14,11406.01424577116,0.025449155269306408
15,11406.014205597787,0.012872462963651268
16,11406.014195697353,0.006265480236082717
