Iteration,Function,Gradient
0,100445.065208318,1109.3862537274144
1,77743.82171553359,909.8649739849451
2,65066.501601119664,531.9342421317954
3,60914.568088063505,324.093101065277
4,59082.57853130203,281.7733913104681
5,57501.828345594346,257.7908558288458
6,56286.43850228142,211.57313512209066
7,55401.74007598198,181.8543886390651
8,54797.73359515404,135.81228175856944
9,54500.61496754088,93.58174668574978
10,54358.974478287775,72.35229594671546
11,54286.07833352806,49.47052489997972
12,54253.078705536085,32.26911020072912
13,54237.40648906011,22.836410425994565
14,54229.205700624276,15.834749216025875
15,54225.22210600273,11.32170561090479
16,54223.00612312232,8.616610448536468
17,54221.7315351623,6.467194405631616
18,54221.00328244499,4.971742181295502
19,54220.57237670125,3.7682146561569185
20,54220.33011765642,2.8004123510077212
21,54220.196357199806,2.0945970391437054
22,54220.12076934377,1.568483067414504
23,54220.07912528016,1.157252373108689
24,54220.056313051966,0.8639645641441117
25,54220.04359631126,0.6386218739377832
26,54220.03672774466,0.4692506176065079
27,54220.03301025048,0.3443092429011788
28,54220.0310193337,0.25221165184077565
29,54220.02994564275,0.18584465608715184
30,54220.029359106644,0.13800763824023776
31,54220.02903515489,0.1022764962204795
32,54220.02885755859,0.07580805395854011
33,54220.028759830915,0.056169863595819804
34,54220.02870656959,0.0412810111987155
35,54220.02867780749,0.03037540772708209
36,54220.028662206714,0.022429620176784706
37,54220.02865366175,0.016622610339186633
38,54220.02864897967,0.012299058155298222
39,54220.028646410756,0.009084595543234278
