iterations,fx,dfx
0,7.089595313877851e-20,5.087438443211727e-09
1,267.82480081188646,150.3840529574113
2,149.33363590205104,49.125368769410294
3,196.06869474370382,64.32240720753815
4,144.69025500646566,45.14880414782506
5,153.1632506432891,108.58147051807643
6,6.530050960733946e-20,9.949017710578824e-09
7,264.6538487530645,66.20182377930387
8,207.70526095379475,29.59526853010924
9,261.02099028613685,207.64918710377512
10,0.0,0.0
11,437.75232609946096,195.98200409879257
12,139.24682171756012,102.38902006287805
13,405.95606755633753,283.9699606041474
14,205.50758820188523,33.14029548846053
15,697.5096547413235,680.8272553627592
16,220.7771675811628,203.99958921296295
17,292.4520321201128,199.9660600611056
18,252.155032793856,209.8306886265598
19,205.5140706501413,23.96131696262479
20,3733.883296286367,2982.763386198239
21,197.77177167378778,18.45776285479391
22,140.54490594653257,43.36132040144312
23,126.15265792617504,54.07693678016245
24,227.15108009161122,271.9370497500424
25,3083.782567305674,3407.040607882612
26,203.55251755121944,46.31411821790361
27,65.41821853875808,43.91458025925019
28,210.54370798698014,87.55084085085673
29,1.0492721484220693e-25,7.676101283842988e-12
30,302.18851800915445,199.6141794239588
31,6.593151534417488e-29,2.893275284029959e-13
32,241.60463742763352,93.51512979485739
33,1.2449211160519093e-30,4.975038084213528e-14
34,140.5793108741471,41.561342002138645
35,213.30526282115358,97.44841069236452
36,155.73141606037825,54.55694113069725
37,165.1924493749172,114.32315391725088
38,205.6093190490377,36.21449921467413
39,4.586856766256723e-21,4.0746262056037247e-10
40,186.55496345091763,71.65754884815881
41,348.0433534891078,418.89770656460985
42,155.73791053805544,110.71462470856805
43,2763.98668843353,2040.9181900335586
44,188.94006862710876,175.13507664831454
45,98.68291922405261,1.1523761311242098
46,204.53491706727027,27.035811639989664
47,226.0992799588453,166.62990320801347
48,218.3826313746644,216.74961605637398
49,1.85036790167639e-21,2.969414984377298e-10
50,5171.930833720514,3253.592758927323
51,189.6696881216143,113.29577828206781
52,0.0,0.0
53,212.79132054562547,106.70538161675131
54,149.0789063112033,61.02497199759533
55,4.8568065205077775e-20,4.832880836359861e-09
56,196.86476376564127,73.24239323265664
57,260.5088999184022,224.2095257754949
58,98.69667141222953,1.8556481444276312e-11
59,324.7503816997022,264.0371055076577
60,86.00150687529033,11.072973738611934
61,3.286924413088336e-22,4.1592340568169254e-10
62,220.12612638384164,88.35538330043488
63,255.1496279229228,223.83053085070594
64,381.1488511925039,516.7524320624135
65,3.5690653478971724e-21,6.46969002398482e-11
66,4948.033201435336,2950.72011496947
67,1.709300814226639e-24,5.7127557115695e-12
68,158.95954806747747,96.14098650612127
69,80.76381519913272,15.641826843991218
70,133.92291866323208,75.03824434300797
71,3.986623854300934,2.875991953490496e-13
72,254.60053902403735,190.86011335101608
73,9.539316533680769e-23,2.5501991304149697e-10
74,1522.6086923171915,1306.3612948103164
75,192.6181509310241,129.72410242595228
76,456.64725574215066,393.2619708926167
77,131.98848543379862,18.223419586295933
78,150.72853211543222,76.78372914704467
79,5344.705735121241,3423.160112266633
80,5.706915611208257e-30,1.1821930859018536e-13
81,153.47714404435777,12.221236809937357
82,3.986623854300934,3.2808410767167916e-13
83,596.606357774144,689.6004821661832
84,1.2622255195650308e-26,3.893957428900319e-12
85,150.65226708038264,128.25848249546763
86,302.3264695918859,210.30317458198542
87,307.61691302204906,212.88587574881294
88,393.19414915088356,352.49691872814736
89,98.69306354882734,1.6058361768775042
90,211.6920747233117,31.64978186128875
91,0.0,0.0
92,9.42504964822241e-25,1.3722758606753046e-11
93,151.05395020284254,9.00128794607286
94,153.58711216053004,15.401709606877855
95,203.12463589845234,65.13146499477418
96,262.6709869450342,52.46805443897453
97,2.1484133715628493e-29,1.349262222537101e-13
98,221.44263802480614,107.5217872433079
99,202.3014724981465,102.2109227857495
