Attempt,2,4,8,16,32
0,10449.029078876185,5804.4784230069035,2780.9324055434336,1400.706162455158,725.8938141108574
1,10449.029078876185,5804.4784230069035,2780.9324055434336,1400.706162455158,725.8938141108574
2,10449.029078876185,5804.4784230069035,2780.9324055434336,1400.706162455158,725.8938141108574
3,10449.029078876185,5804.4784230069035,2780.9324055434336,1400.706162455158,725.8938141108574
4,10449.029078876185,5804.4784230069035,2780.9324055434336,1400.706162455158,725.8938141108574
