Attempt,2,4,8,16,32
0,10448.752291202085,5151.67189920646,2676.367982092821,1346.5142032910258,708.619617103187
1,10448.687043900627,5143.354632437005,2676.3940884286517,1346.7242921738377,707.3274918675979
2,10448.69607706533,5143.329806185689,2676.409941321017,1347.9972162715994,713.4976707085557
3,10448.733302844976,5143.327831425808,2676.5351326731134,1360.5504494999132,712.8844037390274
4,10448.88348895467,5143.357332621234,2676.6115298447166,1346.4620946048647,712.0711881890891
