Iterations,Function,Gradient,Time
0,84787.67258176104,28243.867163830815,0.0
1,82002.21065057603,27468.544831331183,0.011969804763793945
2,76659.80278667335,25967.954629575463,0.02549600601196289
3,71610.78272328085,24534.224936544237,0.03177237510681152
4,66842.02190051478,23164.93900508203,0.03787684440612793
5,62340.865526396425,21857.77476366602,0.04335737228393555
6,58095.11420332258,20610.499226626605,0.04860639572143555
7,54093.00665587446,19420.963062171195,0.05566000938415527
8,50323.2035320984,18287.095281249007,0.06173992156982422
9,46774.77225773163,17206.89801113279,0.06626605987548828
10,43437.17292986907,16178.441320086156,0.07111477851867676
11,40300.245242881014,15199.858064217173,0.07565808296203613
12,37354.196444491856,14269.338735188689,0.08010411262512207
13,34589.59032318663,13385.126298426332,0.08614206314086914
14,31997.337228802335,12545.51102629509,0.09170341491699219
15,29568.685125474345,11748.825349678704,0.09790205955505371
16,27295.211669214554,10993.438774487684,0.10258841514587402
17,25168.817290495917,10277.752936459925,0.1091310977935791
18,23181.719244634904,9600.19689735372,0.11699104309082031
19,21326.446569038642,8959.222816876367,0.12169408798217773
20,19595.83585640393,8353.302165473802,0.12763118743896484
21,17983.027717046436,7780.922670895147,0.13228178024291992
22,16481.463762593503,7240.586213236178,0.1368260383605957
23,15084.883898815786,6730.807895678292,0.1418318748474121
24,13787.323669584895,6250.116518147435,0.14942574501037598
25,12583.11134962017,5797.0566659180695,0.1544780731201172
26,11466.864444064682,5370.192593184415,0.15909099578857422
27,10433.485221410287,4968.114032903152,0.16359424591064453
28,9478.154886060429,4589.444000875457,0.16831374168395996
29,8596.32599045984,4232.848587860176,0.1729869842529297
30,7783.712695982327,3897.0486524658168,0.18003296852111816
31,7036.278517808602,3580.8332406751283,0.18471217155456543
32,6350.221233448865,3283.0744581182666,0.18966460227966309
33,5721.95470166724,3002.743386963341,0.1942605972290039
34,5148.087438963297,2738.926427282141,0.20005249977111816
35,4625.39795624905,2490.8410840946312,0.20468783378601074
36,4150.8071067920555,2257.8496266663083,0.2118697166442871
37,3721.348093994773,2039.468132385014,0.2165675163269043
38,3334.135401991714,1835.3671821667072,0.22145915031433105
39,2986.3347973204113,1645.3590892349764,0.22608160972595215
40,2675.137686918367,1469.3656151803361,0.2308027744293213
41,2397.7443111258094,1307.3608613249467,0.23544073104858398
42,2151.361001856558,1159.2881726591227,0.24366188049316406
43,1933.2161912021204,1024.9589287560689,0.24829483032226562
44,1740.5970303474494,903.9542252584823,0.25283241271972656
45,1570.9029600449298,795.5623281533467,0.2578704357147217
46,1421.7054943745582,698.7860894643026,0.26240038871765137
47,1290.7978233862923,612.4382654934221,0.2668793201446533
48,1176.2170959674147,535.3121251045801,0.2753760814666748
49,1076.2281824539696,466.3815489130386,0.28017354011535645
50,989.269812275632,404.9576642226093,0.2847449779510498
51,913.8803996272947,350.7171788146203,0.28973841667175293
52,848.6355873609517,303.56061459809735,0.29436421394348145
53,792.1256633507397,263.3999826413544,0.3002598285675049
54,742.9658345546487,230.07599816117025,0.3071882724761963
55,699.8069846776983,203.3683303224327,0.3120157718658447
56,661.3613384878057,182.7856647576897,0.3165774345397949
57,626.4917058131496,167.30766218499633,0.3215310573577881
58,594.3025042077896,155.70241695833693,0.32615089416503906
59,564.1187520196469,147.07791795969962,0.33082056045532227
60,535.402549223334,140.8836535436,0.33809399604797363
61,507.7210006101494,136.5524770348052,0.34395742416381836
62,480.7754068578235,133.30939451694502,0.34860873222351074
63,454.4422727980806,130.20463430928163,0.3531649112701416
64,428.7953872759107,126.25433879361488,0.35866284370422363
65,404.09596529018216,120.59194755904828,0.3632795810699463
66,380.7605701872606,112.53156534184735,0.3695871829986572
67,359.32068928062006,101.65166748836069,0.375476598739624
68,340.336772206287,88.26760490915242,0.3801846504211426
69,324.15412979756735,74.52229518578466,0.3847658634185791
70,310.43341357794117,65.00172075401005,0.3896963596343994
71,297.97944584642806,66.66337577456544,0.3942883014678955
72,289.7759137837511,156.8141231479472,0.40280914306640625
73,283.72401781949065,77.33047892043584,0.4085674285888672
74,278.38274639109824,146.56569837650625,0.4133265018463135
75,272.7531893466747,84.64349603421532,0.4179387092590332
76,267.4963188225239,139.24124988919067,0.4230012893676758
77,262.10470226539763,90.07799468245292,0.42758727073669434
78,257.10370619434127,129.57373012330908,0.433671236038208
79,252.1385070339391,92.45995076245156,0.4383213520050049
80,247.58797277860572,117.7802977109348,0.44409799575805664
81,243.22223472719392,91.40017935943467,0.4487292766571045
82,239.29468514004242,104.28595084706251,0.45366334915161133
83,235.65269402873088,86.97839149064771,0.45830655097961426
84,232.44746987455255,89.90707127454735,0.46507763862609863
85,229.5711432389053,79.74196129085962,0.4697117805480957
86,227.0989363229875,75.54173083804864,0.4753546714782715
87,224.9474322723791,70.57471177035015,0.48006248474121094
88,223.14138361243187,61.995747083972816,0.4846665859222412
89,221.612465297657,60.50225639879196,0.48961305618286133
90,220.3567334277902,49.86721979145393,0.4966440200805664
91,219.31835383582907,50.48659752187816,0.5013458728790283
92,218.48087376907878,39.50014627890736,0.5073964595794678
93,217.80068033643954,41.27267578378417,0.5119552612304688
94,217.259009275123,30.999469960239963,0.5164523124694824
95,216.82382584966624,33.32204588699291,0.52101731300354
96,216.4791303161691,24.286633627866287,0.5281426906585693
97,216.2027604591826,26.828638069958046,0.5329747200012207
98,215.9830420435744,19.168881194869726,0.5379207134246826
99,215.9830420435744,19.168881194869726,0.542534351348877
