Iteration,Function,Gradient
0,19276.16144044639,259.6821572511009
1,14889.908624438951,170.30056578025753
2,13768.92275120392,127.03502424981573
3,13073.737943320803,110.17554025762756
4,12716.751605948797,85.1286340823604
5,12335.47390679628,87.29065792801958
6,12176.260652756077,58.74658222807885
7,11593.011303728894,60.194890050119064
8,11508.34632656376,22.58966506450808
9,11476.97865066506,24.353730251230257
10,11465.061929595171,15.551565234498517
11,11411.40840294156,11.370243181694082
12,11407.81439904591,3.3280938016919053
13,11406.634614933077,2.1736770859473182
14,11406.446988609918,1.3890512436890927
15,11406.254979705289,1.7183830249993404
16,11406.205582114073,0.92701652311825
17,11406.137476958873,1.1277230452178248
18,11406.11555410179,0.6487031132527599
19,11406.058659452341,0.8789191706924367
20,11406.04579822094,0.4042454794244623
21,11406.039851698057,0.3816288521159518
22,11406.035733396671,0.3215442852602101
23,11406.031130802035,0.3371886814891295
24,11406.028749269311,0.24629487009072454
25,11406.021364094382,0.3450258961916152
26,11406.019565032282,0.16575368143285055
27,11406.018602007542,0.15849642007404108
28,11406.017936186552,0.13309265002550688
29,11406.017129919926,0.14362470299240418
30,11406.016734305253,0.10200136699805375
31,11406.015081188136,0.13957917681123955
32,11406.014760866345,0.057153543535356746
33,11406.014677323936,0.04775817612354851
34,11406.014571290872,0.05245688650087712
35,11406.014521472422,0.03654279169452569
36,11406.014269147387,0.044973229126908716
37,11406.014231637277,0.01524212479596912
38,11406.014226205305,0.012330353909584245
39,11406.01421766193,0.014726278633450341
40,11406.014214289477,0.009358507669573817
