Iteration,Function,Gradient
0,384084.43207371706,2663.660697539908
1,345081.0512958628,2602.5314284717633
2,278703.3289790036,2013.424252225393
3,261943.7087405973,2601.492701958235
4,215049.7378630626,1553.1225546680562
5,193028.54171818568,1968.210136474633
6,173221.08140774947,1000.1492217525451
7,173013.8118059781,1570.3190702489865
8,163542.7114246124,767.8243140087912
9,161029.68737910423,938.860932072547
10,158900.85156474917,627.7050399603642
11,144596.95259385026,812.6353462476676
12,140853.4888035535,464.0390709974285
13,137002.11408807526,758.9901100391485
14,136435.86151838425,467.84541369874194
15,135282.9151365496,427.9200380524554
16,135082.77389977552,347.8421162847681
17,122033.97434018044,1069.2776825373658
18,117096.84636447414,503.24302038745225
19,115223.39304335536,241.2355622006383
20,114533.7803127916,301.9073117363606
21,114358.19500914024,181.79301925855634
22,113397.0301640461,652.3957054547677
23,112450.0039492552,234.21098180586793
24,111994.00007152441,364.46509594407155
25,111794.9894874207,196.56393336284722
26,111772.82054306881,161.2569646074259
27,111657.96054966247,278.67644705848267
28,111449.35809403735,132.8803579277544
29,111006.27114368112,585.3864857598726
30,110235.40531453752,149.7953813832008
31,110199.0570033766,124.24628510143714
32,110041.99129324949,365.09511692081645
33,109816.02289582534,134.19810270115732
34,109801.54824847325,105.89936980008609
35,109578.88417028717,353.2813597890618
36,109371.86419238143,142.8093589607243
37,109352.6073009626,100.86797113950193
38,109289.71786345822,204.004393876402
39,109215.66222976844,98.21543335607272
40,109182.33562011324,114.97699208206939
41,109148.86014315799,94.59347822280218
42,109089.73672860744,157.05229777349408
43,109051.80401342845,90.61693137515859
44,108996.12582351141,191.73284250031293
45,108936.91925977361,93.38567137949553
46,108912.3260377166,102.34362819757278
47,108884.2578234203,98.06059450816946
48,108857.55719583126,100.23046135499017
49,108832.97926975501,88.79117564376679
50,108797.16094761252,114.15537740349346
51,108774.48262116581,80.84687718023565
52,108598.91612099166,366.1879321821377
53,108378.91950347062,133.16501369755414
54,108368.64671301574,93.50863232733238
55,108346.88073687283,73.47179628854748
56,108308.88112908976,119.49286412577621
57,108289.50370439209,70.33429073836184
58,108253.61375434013,120.44204946850311
59,108233.55969605199,68.7279664243171
60,108203.04768443381,111.95367591203001
61,108185.15783237584,65.94442467840486
62,108145.52192263865,143.84613994438018
63,108117.76131208753,71.32710488020773
64,108106.51121591407,66.20596588273612
65,108082.3965578548,98.46552733431176
66,108068.05762594595,60.872090812938964
67,108001.621708868,195.18051401938348
68,107950.21460218227,82.98288995704877
69,107943.90567728337,58.362849895203716
70,107915.12402590195,127.88452398073025
71,107891.977063651,61.68136949478182
72,107883.82880207365,58.11549810359696
73,107866.70624472114,86.28445777196453
74,107855.419280804,52.99650661737302
75,107796.1225400349,178.8425758218664
76,107751.21488531111,76.60639230411394
77,107745.62478679267,51.85114393837377
78,107729.93578330915,90.46417995018554
79,107717.11320685068,48.545966579959014
80,107701.21397028911,89.42982121456748
81,107689.26761758914,48.36799238656249
82,107678.28892654728,80.47712331893965
83,107667.81645258487,45.38560215923736
84,107647.33669869196,142.81726327979183
85,107613.12727417557,59.292727888285015
86,107609.17415207058,43.60876455308307
87,107602.28538442373,178.74420997237885
88,107492.99149981173,71.77383599941687
89,107454.27266369926,58.70056179136334
90,107442.8272508295,55.678941950103386
91,107433.79875444126,48.38764354625124
92,107425.95250132043,45.585249253708284
93,107419.59532771957,40.8902735903416
94,107412.62477380833,43.28631348352492
95,107410.98263293586,48.34962271301054
96,107405.14421809824,32.11316398107913
97,107388.70402144785,81.07794903158232
98,107379.30164957615,30.233278383119032
99,107372.50716458197,153.06139630703748
100,107330.32198420289,38.79388272985509
101,107320.80633958848,87.26790446945799
102,107312.6319551075,45.04308995171969
103,107312.22499327346,37.36466753422181
104,107309.2528435018,27.314836581902707
105,107303.0400251718,65.71440558894625
106,107295.85509346133,25.856592722231415
107,107295.00187776425,22.686414092672223
108,107288.87719868115,76.4440306076039
109,107280.1833201378,29.54194828798332
110,107279.49823575659,22.249321951292153
111,107276.2960712745,54.49088754717724
112,107270.93011826073,24.37730570237542
113,107269.73186002723,21.596666225682025
114,107267.35410880753,33.40127992731354
115,107265.73798174309,19.926890686546518
116,107261.9892487913,50.28630559688788
117,107258.15496832956,23.123451496796687
118,107257.29036453221,19.142167688476984
119,107253.46939956215,44.38631075335041
120,107251.04652261008,21.564194738424636
121,107250.29602396842,18.041056059739187
122,107245.41198666429,45.256285118164016
123,107243.09329360076,22.030197455003496
124,107242.4144290519,16.652038149787643
125,107186.16864070839,57.03782055438917
126,107179.28381823993,11.4285398214104
127,107179.20428088779,7.348205777785902
128,107179.09806973355,4.917397476992747
129,107177.90324333226,18.07243753471406
130,107177.52171684518,8.247512321063327
131,107177.45091902064,4.884778887819962
132,107177.37568759438,4.63156404451104
133,107177.29521890325,4.832719568736871
134,107177.2361028382,4.25213155222745
135,107177.12934913565,5.709757075578618
136,107177.08053422194,3.879165594900695
137,107175.61913529965,16.66192397300644
138,107175.27462531012,7.20707700762339
139,107175.22125358487,3.9063911475471444
140,107175.19263793032,2.8480463593621357
141,107174.93372619043,7.99937313293885
142,107174.86301903873,3.9465804587586732
143,107174.84182766272,2.5502214566431225
144,107174.73375115065,5.336925458580373
145,107174.69866302506,2.8521784534446977
146,107174.67783658275,2.4707321920656486
147,107174.63522032442,3.5550486099345746
148,107174.6179305258,2.297159990084438
149,107174.4999320874,5.730507467652724
150,107174.46657050596,3.003010383822357
151,107174.45203837071,2.1102502532684593
152,107173.72987061205,6.9494798584786945
153,107173.59911700766,2.489925401443866
154,107173.58638585312,1.3470669782488103
155,107173.57849305116,1.0272982152439205
156,107173.5658487121,1.5524534979424243
157,107173.56085727541,0.9525055210488519
158,107173.54537145751,1.7021493994438175
159,107173.53982800287,0.9623605612933082
160,107173.53376731911,1.0925504470014775
161,107173.52980781591,0.8690539966128032
162,107173.51651775888,1.6838993930408195
163,107173.51222497213,0.9417269662684266
164,107173.50846923151,0.9185581150910584
165,107173.5049279908,0.9229857152472266
166,107173.50216637616,0.8635681273774469
167,107173.49886913401,0.968342449278907
168,107173.49678521146,0.7848785715099278
169,107173.4893453343,1.4869037999923227
170,107173.4869387576,0.8471522684770069
171,107173.48467263623,0.8378053658827573
172,107173.48243931841,0.8332116394005828
173,107173.48030086607,0.8185260422140869
174,107173.47812122546,0.8269367659750433
175,107173.47613403821,0.7906978726076608
176,107173.47385020455,0.8474098054289011
177,107173.47213617021,0.7350077746693102
