Function,Gradient,Iterations,Time
4.8141881124122944e-08,0.0018180671885993,35.0,0.0542614459991455
9.577784224769537e-07,0.0207092095865546,8.0,0.0134358406066894
2.6781767933938587e-11,0.000177431757016,20.0,0.037799596786499
1.841737292789252e-10,0.0005722181943613,23.0,0.0411133766174316
1.0335266064280225e-07,0.0029402379189687,12.0,0.0204770565032959
8.449946081220731e-10,0.0012127937167847,15.0,0.0311882495880126
2.83414228866824e-08,0.0059925178413727,20.0,0.0353791713714599
1.5200794932514346e-08,0.0047031427916185,25.0,0.0424747467041015
7.996138182319792e-09,0.0037853216238105,9.0,0.0151824951171875
1.0882695316653359e-10,0.0001454915249117,31.0,0.0565361976623535
2.0334784253721186e-07,0.0185121228584146,14.0,0.0221209526062011
2.5008116891654867e-11,0.0001020594170734,14.0,0.0265374183654785
2.516939551948809e-08,0.0044848579141562,11.0,0.0216636657714843
2.6379168645593604e-10,0.0006220369382856,11.0,0.0178802013397216
2.891547352352964e-08,0.0063823679904232,9.0,0.0155816078186035
3.787914040542311e-11,0.0001822872038663,21.0,0.0376317501068115
1.8575309927277785e-07,0.0123306501907457,10.0,0.0176999568939209
6.033095010021447,32.45206067020267,3.0,0.0071873664855957
4.004410525767941e-09,0.0005382963958741,17.0,0.0300610065460205
3.19203116378921e-10,0.0001450758042718,13.0,0.0217592716217041
2.0918483735398976e-10,0.0001186420089218,13.0,0.0227532386779785
2.0185521276960028e-11,8.446491153263165e-05,10.0,0.0177962779998779
7.453410879847307e-08,0.0113761222495195,14.0,0.0261738300323486
3.282584953598821e-07,0.0146849890270454,16.0,0.0253651142120361
9.836380682307663e-07,0.0249319845491588,13.0,0.0232594013214111
5.4593869265996126e-09,0.0028090403236161,10.0,0.0169873237609863
2.086134609466769e-08,0.002562815468247,19.0,0.0348362922668457
2.930080041566402e-10,0.0002250301842891,15.0,0.0259323120117187
6.201169527276829e-08,0.002087233327542,9.0,0.0202720165252685
3.926667586141329e-08,0.0083716060203706,24.0,0.0437936782836914
