Iterations,Function,Gradient,Time
0,93147.30024732341,29630.04639171271,0.0
1,90223.45439136378,28849.96507788617,0.004200935363769531
2,84605.85195003006,27338.189017913086,0.029968976974487305
3,79284.07452098526,25891.300166174024,0.038445472717285156
4,74245.37112800303,24507.052449981507,0.09480714797973633
5,69477.43064379941,23183.29199097685,0.11323428153991699
6,64968.36406719606,21917.949933732605,0.13707232475280762
7,60706.68823181763,20709.035301937183,0.16486907005310059
8,56681.31094006685,19554.627893598055,0.19503140449523926
9,52881.517512026105,18452.87124550728,0.21614909172058105
10,49296.958730803395,17401.965718701314,0.23220491409301758
11,45917.6401531914,16400.16178012941,0.25035810470581055
12,42733.91273704748,15445.753580042821,0.28174710273742676
13,39736.46471452867,14537.072947994295,0.3284916877746582
14,36916.31461362734,13672.483950486092,0.3715553283691406
15,34264.8053002642,12850.37816742374,0.3853137493133545
16,31773.59888102206,12069.17084951212,0.40210556983947754
17,29434.672274580094,11327.298111474456,0.4164445400238037
18,27240.31323076725,10623.21529384104,0.4703795909881592
19,25183.116553060456,9955.396587381629,0.4907863140106201
20,23255.980266675917,9322.335958897418,0.49785494804382324
21,21452.101473344625,8722.54934684471,0.5060484409332275
22,19764.971648059753,8154.578014089921,0.5163841247558594
23,18188.371164170865,7616.992858991717,0.52899169921875
24,16716.362881431414,7108.399402530852,0.5343234539031982
25,15343.284695641816,6627.44309669307,0.5464446544647217
26,14063.74102534347,6172.814545912128,0.5520420074462891
27,12872.593296046878,5743.2542062223265,0.5653729438781738
28,11764.949569875294,5337.556131411264,0.5714654922485352
29,10736.153551486876,4954.570375859052,0.5828125476837158
30,9781.773272253877,4593.203742662995,0.5970962047576904
31,8897.589806003529,4252.418685192338,0.6040856838226318
32,8079.586392864578,3931.2303319295956,0.6152880191802979
33,7323.938334440525,3628.7018080527573,0.6323685646057129
34,6627.003965633827,3343.9382673199784,0.6405136585235596
35,5985.3168999443105,3076.0803083985356,0.6487331390380859
36,5395.579584723909,2824.2976972632478,0.6564216613769531
37,4854.657998367597,2587.7844952826017,0.6657109260559082
38,4359.577094004543,2365.756723304248,0.6739649772644043
39,3907.51638195012,2157.4534908457777,0.6815893650054932
40,3495.804899313213,1962.1420280646655,0.6892755031585693
41,3121.914798359347,1779.1262951898425,0.7044789791107178
42,2783.4529383443146,1607.7579610068024,0.7106173038482666
43,2478.1501848578246,1447.4478542167806,0.7164478302001953
44,2203.8485251173643,1297.6759349748227,0.7220194339752197
45,1958.4864287745593,1157.9987811021876,0.727485179901123
46,1740.0829116844893,1028.0554679850022,0.73494553565979
47,1546.720380691287,907.5745343117285,0.7406466007232666
48,1376.5257610935485,796.3842466666232,0.7467916011810303
49,1227.6493734070198,694.4229189611547,0.7524280548095703
50,1098.2426814985636,601.7350586340715,0.7586948871612549
51,986.4401161689057,518.4283125068891,0.7652921676635742
52,890.355387787058,444.57024221912155,0.7718946933746338
53,808.1041127953459,380.0411186514714,0.778184175491333
54,737.8548335730251,324.42489336829215,0.7844223976135254
55,677.889131120714,277.04241275851575,0.7899043560028076
56,626.639178272478,237.11062940183263,0.7952430248260498
57,582.6929226254149,203.86120438137328,0.8074276447296143
58,544.7895322145403,176.5259087407738,0.8136589527130127
59,511.8275611943397,154.25411872439278,0.8193838596343994
60,482.8893278948991,136.06442781660752,0.8247170448303223
61,457.26211518809146,120.93511354451134,0.8301224708557129
62,434.42999706144855,107.94282771654304,0.837721586227417
63,414.05291971523263,96.215484535597,0.8432343006134033
64,395.97612821034625,84.7271693591066,0.8482434749603271
65,380.27706880146604,72.19275610425412,0.8534560203552246
66,367.3050506733039,57.3004214119226,0.8585209846496582
67,357.6100862937094,40.003147340280506,0.8635661602020264
