Iteration,Function,Gradient
0,1918109.7701791748,20000.10974602005
1,1362160.9340586236,14007.12941033509
2,1196957.451297542,9275.750525175386
3,1187957.5910688518,14047.108324723633
4,1093222.3189888531,3580.076190748112
5,1082827.0631739306,3261.0553045792317
6,1078485.0627000637,3737.041492931334
7,1073156.233588245,2209.104838687397
8,1070652.5160258526,1713.0223971466403
9,1068887.74341284,1545.258460930118
10,1067545.2223451543,1311.0666304269423
11,1066511.5961949446,1189.1062849709535
12,1065690.4454082334,1045.6944460544992
13,1065028.4790663344,960.1242277925749
14,1064483.6419784692,863.6645332868034
15,1064029.2557715455,802.4955213892703
16,1063644.3295712918,733.9243491542514
17,1063314.522712035,689.1532396239132
18,1063028.3968638687,638.4867983823688
19,1062777.7481589674,605.010768806523
20,1062555.9179218693,566.4569913669734
21,1062357.9599626001,540.96683085205
22,1062179.7882996565,510.92816116138704
23,1062018.286061985,491.2170857094434
24,1061870.8348743971,467.3442201690245
25,1061735.395645414,451.8990918428124
26,1061610.2282369612,432.5973798285933
27,1061493.95521626,420.3544821545343
28,1061385.383591939,404.5077640982753
29,1061283.5567879926,394.70304659838894
30,1061187.634628277,381.51042745425775
31,1061096.9365974138,373.5849259501377
32,1061010.8569052776,362.45986853515535
33,1060928.9010623097,355.99822037197896
34,1060850.6230991017,346.50377677222303
35,1060775.656892854,341.193169689509
36,1060703.6679857452,332.9990686136419
37,1060634.380720004,328.6011712492744
38,1060567.5400499955,321.4546124090805
39,1060502.9352826779,317.7859766007526
40,1060440.3689703993,311.4912967861118
41,1060379.6778673078,308.40942558710447
42,1060320.70699704,302.8136658489832
43,1060263.3282994728,300.206954168724
44,1060207.4185876162,295.1894457875068
45,1060152.8762578124,292.969819110429
46,1060099.6022438526,288.43456243887624
47,1060047.5150874038,286.53202672810175
48,1059996.5342544073,282.4020450039449
49,1059946.5938043273,280.76060994476506
50,1059897.6276060825,276.97372077367396
51,1059849.5817998464,275.54832222788934
52,1059802.4015679045,272.05394000773464
53,1059756.042547804,270.8080974271459
54,1059710.458896346,267.5647940760514
55,1059665.6137854399,266.46881374230327
56,1059621.4685566935,263.4424428604919
57,1059577.9924095506,262.47203001146937
58,1059535.152487153,259.63427351168866
59,1059492.9228488905,258.7694531892759
60,1059451.2753602886,256.09668733487297
61,1059410.1880280157,255.320960022458
62,1059369.6365907132,252.79336480959378
63,1059329.6022830724,252.0930418428198
64,1059290.0640430313,249.69389709766693
65,1059251.005762124,249.05757460410422
66,1059212.4090388522,246.7727003098447
67,1059174.259964747,246.19084053821516
68,1059136.5423650267,244.00814928066364
69,1059099.2441633595,243.47274566084275
70,1059062.351059912,241.38188275852903
71,1059025.852512399,240.88619060603952
72,1058989.7358088815,238.8782432102749
73,1058953.9916981244,238.41656216976173
74,1058918.6088204007,236.4838229171677
75,1058883.579016322,236.0513203893027
76,1058848.8920837496,234.18709443236372
77,1058814.5407909672,233.77966162846812
78,1058780.5159318184,231.97810833506506
79,1058746.8110662666,231.59224242726364
80,1058713.417849245,229.84824492567205
81,1058680.3305192108,229.4809521652586
82,1058647.5414790248,227.79000936256574
83,1058615.0455510032,227.4387251205103
84,1058582.8357905457,225.79686194007903
85,1058550.9075243617,225.45938446236943
