linear,poly,rbf,sigmoid
0.6739130434782609,0.644927536231884,0.8188405797101449,0.5579710144927537
0.927536231884058,0.9057971014492754,0.8985507246376812,0.8115942028985508
0.9782608695652174,1.0,1.0,0.8768115942028986
