Component 1,Component 2,Component 3,label
-0.01819678036433286,0.006118056472999867,-0.01493174661643772,0
-0.029020723908440745,0.010465616483735233,0.017412543067526497,0
-0.02335691686114065,0.008752430714563377,0.010397304420808634,0
-0.027625902757834428,0.07467376347641635,-0.04160487316422651,0
-0.03475208443376453,-0.0015309644509206438,-0.008580511306582963,0
0.01598941667128128,-0.04473216308996459,-0.022986666887786254,0
-0.019211644661831596,0.027897987372663843,-0.020286554054517063,0
-0.016324545802274916,-0.03946840596073484,-0.017584967133222378,0
0.0024918496616402382,-0.0305945788730175,-0.02183846760345874,0
-0.011103125236401029,0.02176924049033568,-0.029659605086243344,0
-0.009818155107024034,-0.03220645945482799,0.030020632582026474,1
-0.009840599595768593,-0.014938132831983024,0.04291047372025744,1
0.0203940948240595,0.02104693567656976,-0.041092013064371276,0
0.04135911966032786,-0.010666048974413467,0.006808371247973458,1
0.013927476233642832,0.050829858218795064,-0.03844827286537362,0
-0.021046456450476557,-0.03198075598958934,0.03486385363720278,1
0.016870907773815898,-0.0008156127615675385,0.01965120567263439,1
0.01454726497310023,0.0004018955906027969,0.02163203046172262,1
0.07838617784941317,0.03037006300807138,-0.028665820997371673,1
0.02148474941838338,0.007191108901702697,0.005254524483270191,1
-0.0348946220902772,0.00023510885081539507,-0.01067747962292983,0
0.006943049679918819,0.002338809009787786,-0.03443427107003551,0
0.02334489425433727,-0.004041539905152762,0.008833272729589017,1
-0.036134616581403295,-0.010940033085870396,-0.014006932930571923,0
-0.003387989026100883,0.03580801403615283,0.03975564009072272,1
-0.022323327362111796,-0.021131217735446958,-0.016468383479918466,0
-0.018203853025896076,-0.003505737273823896,-0.030468099962111993,0
0.037591267690124504,-0.009125808648363064,0.010841648351206516,1
-0.042801534992686435,-0.026195839464011904,-0.024621025675302305,0
-0.03270669070449192,-0.025068836216591332,-0.02549245597228262,0
-0.012657206655099215,-0.018205898394622708,0.0472146450401158,1
0.0018361431953720308,0.004994027129215633,-0.0269622160602377,0
0.01151275617351906,-0.000868459779084953,-0.02353204757496353,0
-0.017529454643034403,0.06908070345615211,0.03603752445372866,1
-0.007627856068578668,0.029566250639429675,0.039613392495993806,1
-0.029643485221432245,-0.013394719263813422,-0.01943045575603572,0
-0.010806038822691506,-0.031799082954772795,0.02876113542567941,1
0.004270689166078964,-0.028678765904268474,0.034271741987493734,1
-0.0069089141208574616,-0.013163071731802988,0.04316964624497922,1
-0.00213578035622565,0.007650657482365832,-0.02853176262573278,0
0.015251364117051754,0.011179930475123168,-0.04238792641941798,0
-0.01406340542197676,-0.01214187320201323,0.04494657384814235,1
-0.0066789347052298945,-0.017753315305993774,0.036223919930909454,1
-0.03516548612472294,0.001798965771073989,-0.009267227063586115,0
0.008370363657508489,0.005051038397460114,0.03851387279254944,1
0.052891868180015594,0.0035879999157848175,-0.0013166846537569863,1
0.01486390500962762,-0.008606240928547695,0.03228153110009366,1
0.02072218473287109,-0.037610422451383005,-0.01769332144533832,0
0.041404743803827096,-0.01674280722531672,-0.03785311195747189,0
-0.020836301537725553,-0.0292609405960337,0.03697922707469262,1
0.01517364043273076,-0.04237577153795163,-0.013696309605631125,0
-0.015587664051011814,-0.03748873316633679,-0.022105636324781734,0
-0.02237564326478775,0.030365992027097742,-0.01736573111884272,0
-0.026714956872648896,-0.014509123475360253,-0.017640560155825984,0
-0.016639367682906345,0.02596644786021627,-0.013328670258837926,0
-0.010069587100499069,-0.02070655852488007,0.036114294707235726,1
-0.033571305641145556,0.06275103899166112,-0.013875555904986861,0
-0.028432770220456823,-0.017584792128988305,-0.02323062425493547,0
0.02358650067188242,-0.04867680943492684,-0.018692131381720146,0
-0.036930797765736725,-0.0009651757514575129,-0.015207814025772922,0
0.03609074845096078,-0.0018775374363800695,0.0179515269415601,1
-0.0020485251818522397,-0.006106598400258803,-0.02591499807247901,0
-0.02227880903262929,-0.02010140268450398,0.04319856308195229,1
-0.02410110128416596,0.0013931066483189244,-0.032706621117303256,0
-0.029519460414221405,0.06865197884620436,-0.031812494261207386,0
-0.02742387424260067,-0.01891049844357794,-0.019798426669750773,0
-0.0071271217734338085,-0.014940774669094473,-0.02536401862767127,0
-0.019282019366157727,0.007684016224270385,-0.020439616389518574,0
0.018267974281258224,0.034360818426521306,-0.02388068361707358,0
-0.022785045300366853,-0.021513379048139637,0.04498526189607023,1
0.04280401572387456,0.012031022463865018,-0.006932775679617104,1
-0.03488236439601717,-0.002089639851174406,-0.007308674940028426,0
0.05495724864591611,-0.0009293967890795368,-0.004234125131650381,1
-0.021494521099037538,-0.0379650247493038,-0.0255275893692518,0
0.018655684400415755,-0.0296740675456623,0.020850138843435402,1
0.02014415643055171,-0.0171993522512989,0.007544496678683808,0
0.0139611401897718,-0.0437005850103797,-0.016980354498161876,0
-0.009949662736935927,-0.015110954893180916,0.04399646683286029,1
0.00668785686153443,0.005796357246919047,0.028057276554106683,1
-0.004152281501063045,-0.01717172498849738,0.028033466792510647,1
-0.009136311256993497,-0.007711323233292145,0.030186567962782056,1
0.0093006829522319,-0.023333385913684827,0.0012698385955156669,0
-0.019054415098902166,-0.026214102967127725,0.0445230542063034,1
-0.024495449188545987,0.001079799895824192,-0.014999417572298585,0
0.027607672947038586,-0.031001162679004504,-0.008487262309706672,0
-0.04377838314576412,-0.009177501753593442,-0.0198006530387028,0
-0.022063199778484067,-0.0027537442563176327,-0.022458700301311633,0
0.008149148446440217,0.008484119976916608,0.034253805860889525,1
-0.022166310177464635,-0.024189157689766573,0.0380079913204404,1
-0.015579939974014509,0.00914224176978992,-0.02502649265777772,0
-0.03233772582727318,-0.011254069569085923,-0.015381740802720818,0
-0.0013260811887458354,-0.01072920802697157,-0.028717198182478074,0
0.002446147655525397,-0.01818600770509554,0.023355899295695072,1
-0.010060081678351901,-0.025075202371287894,0.042182690129072886,1
-0.016534217487222995,0.004773308868338452,-0.02035139784720598,0
0.04842547416877854,0.03496062615699009,-0.009601331062719423,1
-0.0014329032811248735,0.029669749122830328,0.039137469271241086,1
-0.03299610101493512,0.011271501864985538,0.0097480355000444,0
-0.034998787785999526,-0.0002778859093397479,-0.009474975695144565,0
-0.008982602115998366,-0.021165594760787023,-0.001893401970605696,0
0.05556588328981354,0.04247040081992997,-0.010630943401890525,1
0.014062833438906953,-0.041469542086215234,-0.02466986619548249,0
-0.01671040294656631,0.023508716309357976,-0.018725642316654113,0
0.007162678731669607,-0.02362931217018846,-0.02506322799429236,0
-0.020892739157919976,0.07286759052002123,0.039785166096604783,1
-0.01341107963475988,-0.03777025714082717,-0.022186625764435943,0
0.0031459704138202,-0.02286466085464938,-0.024284119784405478,0
-0.018000258880033614,-0.025586615441341626,0.04127909907869461,1
0.0742756633991493,0.027881569582529728,-0.019046478091562437,1
0.05415163373735592,0.03496094826169346,-0.020069715360397394,1
-0.00030867597230417425,0.006235278065220415,0.03504633278098125,1
-0.010520697673240455,-0.026953569497892824,0.03402816065566012,1
-0.024430763472765543,0.01387336377191094,-0.02959877719146874,0
0.0010613041214454118,0.016513738586043145,0.03342442603251576,1
0.027650426635709966,-0.01805229936814945,0.021408505102384328,1
4.350228577413586e-05,0.01856114282589155,0.04260576076308833,1
-0.02879918959310812,-0.019990725134309786,-0.02589056342122175,0
0.035750056975548214,0.0078247067655779,0.020119763170754666,1
0.07418538779885706,0.017424397139138098,-0.0015224884392869512,1
-0.0048890695124932295,-0.03741433219199375,-0.021370593267439664,0
0.04807643354301362,0.0296105183373079,-0.015009919269716315,1
-0.0017033474162893706,-0.004785427243538754,-0.020485905940450088,0
-0.004826097870773255,-0.03395472954390669,0.02777915354780503,1
-0.02306198136871796,0.004925919209812266,-0.028121617858003774,0
-0.023606154069356015,-0.028547550704686224,0.038522588297571256,1
-0.014930884914698097,0.027527598938138012,-0.024855327773730666,0
-0.007710951992182148,0.02890076158830588,0.041177472245431744,1
-0.009196277559636132,0.0014681125591500793,0.03006932870758818,1
-0.009743467204322207,0.006542599029679121,-0.02143449830786516,0
-0.010656254489404157,-0.0002517217925252554,0.04305990965391018,1
-0.02064163776700171,0.06902916351886733,0.03534348842482247,1
-0.024442483796464534,0.07107328739407626,-0.037730264347208844,0
-0.01846453744222982,0.031732230007894525,-0.018775591068005228,0
0.013576497481516004,-0.03586389769983975,-0.02039986470232243,0
-0.03975063702828758,-0.013218893891990213,-0.013839284469174484,0
0.024298382747011363,-0.02986374047670247,-0.02258658716449391,0
-0.008449708097521071,0.009199992527571293,0.037341740113203785,1
-0.0416400618463269,-0.010327414904157853,-0.019144454057116532,0
-0.029065491928076916,0.014498069036659327,-0.008036069752847267,0
-0.024102820985049685,0.027500895264287697,0.01862528855295333,0
-0.03513526587859607,-0.007604359665266798,-0.007571337109115551,0
0.022092645187322214,-0.038467536202037966,-0.015798900476702342,0
-0.01652485267748551,0.05576386926664404,0.03312174304871651,1
0.03480342031722921,-0.0035940650961932656,-0.04002740864405196,0
-0.016119687454912154,-0.023800493590339776,0.03850429917451725,1
-0.02250128948599063,-0.034438825951752204,0.029740124313090692,1
-0.019561580169403774,-0.028958894674376942,0.036892104048943504,1
-0.017096573172537804,-0.02509317087771086,0.04265323571481465,1
-0.016364548319623654,-0.02322134573909134,0.04749395688587734,1
-0.03235140440682588,-0.00712794837128157,-0.014064340060829107,0
-0.0173957646521974,-0.026835514778836275,0.03547797650155104,1
0.0010635393274616594,-0.012604004600007709,0.02961757664654564,1
0.0743590325763947,0.017792871813413602,-0.004615581938928519,1
-0.04043667514477838,-0.01996926276322309,-0.021309372184418963,0
-0.004662717445674623,-0.030336056463296117,0.03251658149156662,1
-0.004529525116864066,-0.026591781373944974,-0.030141879711510267,0
-0.009649022537095951,-0.027826863225941932,0.03941797668784458,1
-0.027179895600186604,0.031041351566370074,-0.018491592224261666,0
-0.01596156870542779,0.007122870775965113,-0.022190939296875982,0
0.010398972583175216,0.001488982212667531,-0.03391415524842377,0
0.007067117489164358,0.008107679505728348,0.042720226073558465,1
-0.0061875499577541595,0.02550981797902164,0.04281088261594751,1
0.0026871123930443074,-0.009757018967623054,0.0464907829891575,1
0.005162702009364825,-0.0009197996236953018,0.026876443616994497,1
-0.0009692465511117409,-0.02884117489427778,0.03329403775189274,1
-0.022872589829997087,-0.0067852228031914825,-0.023651138734378758,0
-0.006615096795304011,0.01977210540509538,0.042758083484368097,1
-0.015283275215451933,0.010137969576639292,-0.026772113275798176,0
-0.026218856626227045,-0.015737625542828093,-0.02453227222382016,0
0.028686710551198924,-0.02351433056959133,-0.030632329981440568,0
-0.026835441356529068,0.018461180322933278,0.007086912916270401,0
-0.00107930605144301,-0.02208271624443297,-0.028723090030504755,0
-0.007759252356706707,-0.009458555621334401,-0.018889777802896447,0
0.014622919435901296,-0.00577039389439146,0.03301267615253165,1
0.01529413013566791,-0.0038750117075239347,-0.03411783061402775,0
0.01618211116483166,-0.0034396583496250008,-0.03333156963637257,0
-0.0002913523467632916,-0.003522401490679495,0.03826004889189014,1
0.006442458167760895,0.010017128881424,0.04544526622108636,1
-0.017247593517973107,0.02157336272356109,-0.01487677172668041,0
-0.029433010275365268,-0.01905624738091599,-0.019857580089915824,0
-0.03356031597011505,0.011981955870631042,0.017232259131337045,0
-0.027433922173197685,0.07219338493252359,-0.03458483123670408,0
0.00016695066622709944,0.01629677180838022,0.04088064034104549,1
-0.023501298409142484,0.0165310997389248,-0.019896080499698533,0
0.036591880086798444,-0.0028055083235889733,0.017601857712605674,1
-0.02199193714568421,-3.843501406741376e-05,-0.023754694148153253,0
0.07573667648686415,0.013730419198642263,-0.010518967024267002,1
-0.007174786152076786,-0.012440414053783174,0.0429471300751428,1
-0.039652727512436564,0.003758415591843811,-0.016583094092730094,0
-0.02107793197400785,-0.0005914529489294273,-0.021004393347096882,0
-0.007815797889235698,0.017236941892311366,0.030402166790845626,1
-0.023187078508232636,0.007366847762392235,-0.022239507240949502,0
-0.028178892190491765,0.013531190662946564,-0.007374829707304943,0
-0.012894271664242476,0.06621895822208242,0.04141956097079491,1
-0.009404515728018625,0.01089029960842185,0.040069534343757485,1
0.0061718159457916175,-0.01650302034463316,0.028055146667790305,1
-0.004447610974860033,-0.026408610318196413,0.03418080282479179,1
0.013467015825395574,0.04507007338234649,-0.04079484981432065,0
0.012848322132434826,0.04536889005156996,-0.03449005659568407,0
0.01378484778600816,0.012211143731577653,0.02544096577106164,1
0.05322108438344239,0.024219094979624052,-0.0022528181257561765,1
0.009920559945278736,0.007722558128324243,0.03033794662524421,1
0.002253674131473791,-0.034627247539554644,-0.01695361982895077,0
-0.027343586044238415,0.0784150644178921,-0.03692141188772709,0
0.0030282141294843117,-0.014607640136231547,0.04099658905437096,1
-0.01262309539246121,0.06675263982522403,0.03932250479229446,1
-0.023956017030559593,0.0742774546144063,0.036147294720757665,1
-0.013070329244809224,-0.020779032615970704,0.041559419405315774,1
0.021507066061355842,0.027756045353892905,-0.037002520427349375,0
-0.0033124666026164724,-0.03802311808854737,-0.019552239461501343,0
0.005895074397826184,-0.01165493651807786,0.008878919217001,0
-0.04138208781895121,0.005261977699877199,-0.01933816598191443,0
0.0031125727140624594,0.017724099200735383,-0.032048537916094647,0
-0.008179339244658232,-0.011551156630010365,-0.0035590320839430194,0
-0.023549593353133738,-0.014815712461600839,-0.028696355853210117,0
-0.0382042756077787,-0.011099595058028502,-0.013148272907746596,0
0.020144156430551712,-0.0171993522512989,0.00754449667868381,0
-0.0004250065577043353,-0.00025009422716343994,-0.02355817851928382,0
-0.021215361937080714,0.06764880219613285,0.03687955231922471,1
0.05060899839756437,0.004634928082781584,-0.004306350280933829,1
0.04131127512844209,-0.004170142028665787,0.011748345848499948,1
-0.014849246084758832,0.05142162492936688,0.036187772234179266,1
0.02069402014656868,-0.020794081541873847,0.03068424194682448,1
0.031036742253628985,-0.020049533608502992,-0.029844048462196696,0
0.004464028899249274,-0.012695643458827717,0.02786427064376762,1
0.01847315774474517,-0.043900413409238795,-0.0299533531203105,0
-0.029566649761494777,0.07984995617955701,-0.0391524914333662,0
0.046332368626362294,0.047751761553948766,-0.011562380076181102,1
0.07716225171603733,0.0305065387744069,-0.024083868846046987,1
-0.016229842440305724,0.057390056004960804,0.03478245271919001,1
0.030323492686122812,-0.017450538753299515,0.02188261892649065,1
-0.0022719809849124166,0.01280103078905806,-0.03263621465429076,0
0.00766739152666473,-0.017072966704662795,0.017948495048407294,1
-0.0379907123217893,-0.022292602066958614,-0.01078004794483599,0
0.04496741670976461,0.01261013262751328,-0.00961502990301049,1
0.04264141635349895,0.010891211183595546,0.010503859122181745,1
0.0003091671480870701,-0.019356693922517945,0.030030222125741156,1
0.0005536196441450684,0.0010093880423196675,0.04009377623376771,1
-0.02026573527336832,-0.0020260041357464537,-0.017282905507939986,0
0.022051662531850234,-0.03592865993007067,-0.024396595662280023,0
-0.02062206577037805,0.007217750841410259,-0.0015454461131132122,0
0.05036452007407566,-0.006796321982925527,0.011943554702804378,1
0.013684259582640457,-0.03872996339490677,-0.01781730166289911,0
0.00876766381221685,0.007621858467217246,0.03270172459667992,1
0.015051983546369602,-0.005769266227053182,0.017761941620496373,1
