Words,Scores
puedo,0.9765253133481053
cerrados,0.9289570730914785
leer,0.8443701645584666
cerrado,0.8416448429314127
marzo,0.8416448429314127
pena,0.7760887512549408
posible,0.7748960264078837
días,0.537307422610632
adentro,0.48826265667405266
admirando,0.48826265667405266
afuera,0.48826265667405266
coraje,0.48826265667405266
especificado,0.48826265667405266
grandeza,0.48826265667405266
ningún,0.48826265667405266
opinar,0.48826265667405266
quedé,0.48826265667405266
establecimientos,0.46447853654573923
festivos,0.46447853654573923
monumentos,0.46447853654573923
museos,0.46447853654573923
país,0.46447853654573923
públicos,0.46447853654573923
sabiendo,0.46447853654573923
visitar,0.46447853654573923
viva,0.46447853654573923
1995,0.4221850822792333
antiguas,0.4221850822792333
clásico,0.4221850822792333
copias,0.4221850822792333
cosas,0.4221850822792333
cuchara,0.4221850822792333
documentos,0.4221850822792333
enfadoso,0.4221850822792333
interesan,0.4221850822792333
tipo,0.4221850822792333
va,0.4221850822792333
vale,0.4221850822792333
verla,0.4221850822792333
19,0.42082242146570636
21,0.42082242146570636
avisados,0.42082242146570636
debería,0.42082242146570636
dejar,0.42082242146570636
guardía,0.42082242146570636
importa,0.42082242146570636
personas,0.42082242146570636
puente,0.42082242146570636
retiremos,0.42082242146570636
turístas,0.42082242146570636
varias,0.42082242146570636
buenos,0.41180524315362615
básicas,0.41180524315362615
caso,0.41180524315362615
cédula,0.41180524315362615
entran,0.41180524315362615
exposiciones,0.41180524315362615
extraordinario,0.41180524315362615
gratuito,0.41180524315362615
hacer,0.41180524315362615
impreso,0.41180524315362615
llevar,0.41180524315362615
maestros,0.41180524315362615
orientan,0.41180524315362615
pago,0.41180524315362615
personal,0.41180524315362615
profesional,0.41180524315362615
seco,0.41180524315362615
supuestamente,0.41180524315362615
talón,0.41180524315362615
título,0.41180524315362615
válido,0.41180524315362615
abandono,0.36517179777564335
arreglos,0.36517179777564335
atestigüe,0.36517179777564335
cerca,0.36517179777564335
coloso,0.36517179777564335
creado,0.36517179777564335
dejado,0.36517179777564335
edificio,0.36517179777564335
escuchar,0.36517179777564335
especie,0.36517179777564335
hechos,0.36517179777564335
históricas,0.36517179777564335
implica,0.36517179777564335
isla,0.36517179777564335
niños,0.36517179777564335
noté,0.36517179777564335
obtener,0.36517179777564335
padres,0.36517179777564335
preguntando,0.36517179777564335
presumir,0.36517179777564335
pude,0.36517179777564335
respecto,0.36517179777564335
respuestas,0.36517179777564335
semejante,0.36517179777564335
sucedidos,0.36517179777564335
varios,0.36517179777564335
veracidad,0.36517179777564335
entrar,0.3485445247429043
nadie,0.34331839562130356
decir,0.30196470778779827
tan,0.2972663708222301
mas,0.27974481287045805
verdad,0.27824945781921806
price,0.2754017344660169
visita,0.26441822475097826
guanajuato,0.22446613831273773
solo,0.22126915445835463
quedamos,0.21935790887831638
basura,0.20326696782984782
caro,0.19962072477011095
cobra,0.1994913578889213
después,0.1994913578889213
momias,0.1994913578889213
ofrece,0.1994913578889213
pienso,0.1994913578889213
realmente,0.1948949802308334
ver,0.1948949802308334
bought,0.18898223650461363
rows,0.18898223650461363
tickets,0.18898223650461363
domingo,0.18812018101880634
pobre,0.17989785947957296
enough,0.16887522486573744
entry,0.16887522486573744
expensive,0.16887522486573744
good,0.16887522486573744
liked,0.16887522486573744
murals,0.16887522486573744
thing,0.16887522486573744
think,0.16887522486573744
besides,0.14576494755972033
collection,0.14576494755972033
due,0.14576494755972033
excessive,0.14576494755972033
family,0.14576494755972033
friendly,0.14576494755972033
poor,0.14576494755972033
ramps,0.14576494755972033
show,0.14576494755972033
site,0.14576494755972033
strollers,0.14576494755972033
embargo,0.145348220144411
interior,0.145348220144411
opinión,0.145348220144411
recomiendo,0.145348220144411
resalta,0.145348220144411
verlo,0.145348220144411
conocer,0.14007170555390827
abre,0.13220911237548913
confiamos,0.13220911237548913
domingos,0.13220911237548913
dos,0.13220911237548913
planear,0.13220911237548913
tarde,0.13220911237548913
crédito,0.12084506897702926
deseaban,0.12084506897702926
doy,0.12084506897702926
extranjeros,0.12084506897702926
icónico,0.12084506897702926
importante,0.12084506897702926
información,0.12084506897702926
lleno,0.12084506897702926
paso,0.12084506897702926
saber,0.12084506897702926
siendo,0.12084506897702926
vendedores,0.12084506897702926
acerca,0.11840227322883012
contenido,0.11840227322883012
decepcionados,0.11840227322883012
demasiado,0.11840227322883012
explicar,0.11840227322883012
guías,0.11840227322883012
nuevo,0.11840227322883012
parece,0.11840227322883012
puedan,0.11840227322883012
restaurado,0.11840227322883012
vivió,0.11840227322883012
ademas,0.11138278510816393
bandalismo,0.11138278510816393
calles,0.11138278510816393
caminar,0.11138278510816393
caros,0.11138278510816393
delincuencia,0.11138278510816393
doquier,0.11138278510816393
luz,0.11138278510816393
mayoría,0.11138278510816393
medidores,0.11138278510816393
mirar,0.11138278510816393
mucha,0.11138278510816393
nacional,0.11138278510816393
respira,0.11138278510816393
rotos,0.11138278510816393
servicios,0.11138278510816393
simple,0.11138278510816393
vidrios,0.11138278510816393
although,0.09449111825230681
back,0.09449111825230681
cervantino,0.09449111825230681
dirty,0.09449111825230681
front,0.09449111825230681
least,0.09449111825230681
needed,0.09449111825230681
people,0.09449111825230681
place,0.09449111825230681
seats,0.09449111825230681
selected,0.09449111825230681
series,0.09449111825230681
seven,0.09449111825230681
sit,0.09449111825230681
told,0.09449111825230681
year,0.09449111825230681
méxico,0.09068555817441462
turistas,0.09068555817441462
historia,0.08907567309642399
actividades,0.08712690993108246
alhóndiga,0.08712690993108246
atención,0.08712690993108246
bien,0.08712690993108246
casi,0.08712690993108246
completamente,0.08712690993108246
conocí,0.08712690993108246
culturales,0.08712690993108246
debieran,0.08712690993108246
ello,0.08712690993108246
exhibiciones,0.08712690993108246
granaditas,0.08712690993108246
llamativas,0.08712690993108246
medas,0.08712690993108246
poner,0.08712690993108246
puede,0.08712690993108246
representativo,0.08712690993108246
salas,0.08712690993108246
ser,0.08712690993108246
sino,0.08712690993108246
tanta,0.08712690993108246
vacías,0.08712690993108246
ahí,0.08692361765538341
etc,0.08566406786405231
52,0.08271388477712793
admirar,0.08271388477712793
admiren,0.08271388477712793
conocerlo,0.08271388477712793
construcción,0.08271388477712793
dinero,0.08271388477712793
emocionaba,0.08271388477712793
entendemos,0.08271388477712793
final,0.08271388477712793
gasten,0.08271388477712793
gusto,0.08271388477712793
guía,0.08271388477712793
mexicanos,0.08271388477712793
objetos,0.08271388477712793
paguen,0.08271388477712793
paredes,0.08271388477712793
pesos,0.08271388477712793
pocos,0.08271388477712793
prácticamente,0.08271388477712793
pueden,0.08271388477712793
puerta,0.08271388477712793
recorrido,0.08271388477712793
resulte,0.08271388477712793
sentí,0.08271388477712793
soso,0.08271388477712793
vayan,0.08271388477712793
alhondiga,0.07731482990349049
carisimo,0.07731482990349049
cheque,0.07731482990349049
decepcionada,0.07731482990349049
dentro,0.07731482990349049
dicen,0.07731482990349049
empezar,0.07731482990349049
estudiante,0.07731482990349049
famoso,0.07731482990349049
fanática,0.07731482990349049
hecho,0.07731482990349049
histórico,0.07731482990349049
iba,0.07731482990349049
idea,0.07731482990349049
ir,0.07731482990349049
miles,0.07731482990349049
muestras,0.07731482990349049
nómina,0.07731482990349049
obligado,0.07731482990349049
persona,0.07731482990349049
pidieron,0.07731482990349049
piezas,0.07731482990349049
pipila,0.07731482990349049
ponen,0.07731482990349049
prehispánicas,0.07731482990349049
pretextos,0.07731482990349049
primero,0.07731482990349049
salí,0.07731482990349049
tarjeta,0.07731482990349049
valen,0.07731482990349049
gratis,0.07154248220185454
murales,0.07154248220185454
museo,0.06747651681529722
históricos,0.05017343218747147
cierra,0.04312030447850131
turismo,0.03963118652419755
lunes,0.022546631894843218
si,0.014876213248517628
acceso,0.012926115485983568
lugar,0.00898193997858823
inmueble,0.005128937398542883
