Words,Scores
aparte,1.7683805652428317
lugar,1.035700105900455
vendors,0.6018400267685949
vista,0.5299531036940219
dinero,0.4908892424283511
place,0.4802733618666797
cobran,0.45510183225097023
seguridad,0.4454531035400937
tomar,0.4308894173499212
funicular,0.41203161909510067
entrada,0.3808790534762126
great,0.3555764834421373
pues,0.32984844903987703
si,0.31840871918445945
súper,0.29661743742138824
ver,0.29471385037535347
subes,0.284954003974116
mirador,0.2761586334656264
pena,0.2753733136645666
bien,0.27434968646214164
pueden,0.26757863235003915
legend,0.26106089952080286
guanajuato,0.25964381890026306
ciudad,0.2530829840289735
teleférico,0.24320337892491786
ahí,0.24117471611451294
bella,0.2398622043260223
solo,0.236386890974385
día,0.2314098410420971
museo,0.21786598244607122
vale,0.21475731998455677
escaleras,0.21312822311822516
alto,0.21065803168426372
aburrido,0.20812874034196838
condiciones,0.20670932859034397
arriba,0.204810079478047
subir,0.2012391204731982
ir,0.19671194585849616
monument,0.18108031181991713
guías,0.18070473371418613
visita,0.17978241164428715
obligada,0.17978241164428715
noche,0.17408578238538985
persona,0.17018351964619585
hacer,0.16658458652136945
fotos,0.16271037934640825
sólo,0.16021958302822126
puede,0.15862357733796859
pípila,0.15556275042732426
mejor,0.15054718946552498
puedes,0.1458122895990925
cuidado,0.14581069337260422
llegar,0.13980591963145592
bajar,0.13931222429258208
embargo,0.1373493643426073
abajo,0.13480906266748344
would,0.13241824938448266
fun,0.13241824938448266
pesos,0.12950111848299095
personas,0.12837896766809162
cristal,0.12832763387276225
viene,0.1279988862513706
zuniga,0.11836441649186455
casa,0.11836441649186455
way,0.11208031420435899
views,0.11079925012145833
vendedores,0.10659687843140486
35,0.10013639207692616
tan,0.0999042010169108
varios,0.0934228746785534
alguna,0.0934228746785534
wonderful,0.08640617178541878
monumento,0.08387659493021779
van,0.08178629686123365
statue,0.07711790697603599
parece,0.053419311258190105
sucio,0.03222354114507181
5,
',
$,
visitarle,1.0572459121966973
ambulantes,0.13396934286730872
bonito,0.1279988862513706
panorámica,0.12241413454526633
casi,0.11710531068159723
lástima,0.10946232935589517
caso,0.10939387117949452
like,0.10802517104844311
aún,0.10662069980147111
buena,0.10651215017257837
pipila,0.1060187767072189
creo,0.10297996611440416
hotel,0.10221729960191345
parte,0.1005597420749844
punto,0.09992802238697705
cuesta,0.09838279660810234
recomiendo,0.09552462218741939
así,0.09341135587150302
entrar,0.08285599008909816
precios,0.08178629686123365
comprar,0.08178629686123365
many,0.07890961099457637
área,0.07879084619012411
debido,0.0757076038856168
quieren,0.06675759471795079
falta,0.06615051244976604
deja,0.06615051244976604
winding,0.06372801339583493
well,0.06372801339583493
único,0.05964959163368244
war,0.05755962823980853
zona,0.040893148430616824
visited,0.039454805497288185
city,0.0004660610866145968
that's,
réplicas,1.264521450850479
story,1.1410461365281939
starters,1.1410461365281939
vaya,1.011886104314513
urinal,0.9736021498667833
videos,0.865231776264884
us,0.8185292092363217
ves,0.09810377117323116
vienes,0.07881759215838155
tráfico,0.07879084619012411
tour,0.07387357753476417
so-so,
pública,1.0572459121966973
precioso,1.0572459121966973
significados,1.011886104314513
público,0.9736021498667833
posibilidades,0.865231776264884
seudo,0.09076744071302979
pipila-cerro,
consta,1.264521450850479
mostly,1.1410461365281939
olor,0.9736021498667833
lleno,0.9736021498667833
insoportable,0.9736021498667833
mal,0.865231776264884
miner,0.8185292092363217
martin,0.8185292092363217
local,0.8185292092363217
merece,0.11070388187260696
momento,0.09076744071302979
molestan,0.09076744071302979
mala,0.09076744071302979
ofrecer,0.09021258282703523
nice,0.08494749455741879
moves,0.08494749455741879
line,0.08494749455741879
opción,0.07881759215838155
malas,0.07879084619012411
normal,0.07387357753476417
opciones,0.06956830478721532
