Words,Scores
000,12.348295945885324
25,12.348295945885324
behaved,12.348295945885324
cathedral,12.348295945885324
gto,12.348295945885324
hyperactive,12.348295945885324
imposing,12.348295945885324
learning,12.348295945885324
littering,12.348295945885324
much,12.348295945885324
poorly,12.348295945885324
scourge,12.348295945885324
white,12.348295945885324
vez,6.011762233785398
decir,4.6992420438883205
ugly,4.297161911100815
allí,3.994278498445566
conferencias,3.994278498445566
dentro,3.994278498445566
hermosas,3.994278498445566
imágenes,3.994278498445566
sala,3.994278498445566
tomar,3.994278498445566
voy,3.994278498445566
better,3.77179213303956
front,3.77179213303956
ok,3.77179213303956
sites,3.77179213303956
stop,3.77179213303956
view,3.77179213303956
views,3.77179213303956
students,3.7360872011697044
antiguo,2.6533888116440414
años,2.6533888116440414
bellas,2.6533888116440414
ciudades,2.6533888116440414
clasificar,2.6533888116440414
colegio,2.6533888116440414
conservó,2.6533888116440414
construido,2.6533888116440414
cualquier,2.6533888116440414
decirse,2.6533888116440414
defecto,2.6533888116440414
estilo,2.6533888116440414
favor,2.6533888116440414
golpe,2.6533888116440414
homogeneidad,2.6533888116440414
imposible,2.6533888116440414
indefinido,2.6533888116440414
mas,2.6533888116440414
mexico,2.6533888116440414
obligado,2.6533888116440414
panorámico,2.6533888116440414
retratarse,2.6533888116440414
sitio,2.6533888116440414
tal,2.6533888116440414
see,2.2737005053451576
exterior,2.248497232287748
really,2.00837589801586
steps,1.8710699039068963
fun,1.4728504595515632
climb,1.465545779919055
walk,1.465545779919055
city,1.3665240952148252
steep,1.3501134094064258
center,1.349264038093511
50,1.1105977507941722
punto,1.0235988466778294
así,0.964264574050833
sido,0.9270874284753265
interior,0.8953085345764233
many,0.8355752924982541
gran,0.770419830395521
medio,0.770419830395521
escalinata,0.72612750457286
monumento,0.7134445313037818
interesante,0.7002330223067784
sólo,0.5742368702991755
impresionante,0.46323214078658304
pena,0.31395485586144395
around,0.31011344233087423
edificio,0.15589487350190273
escaleras,0.1404905707819603
si,0.1386084087664517
arquitectura,0.11707181472782519
place,0.1142509675838069
guanajuato,0.1092663358909313
ver,0.09396401541539313
subir,0.0916961138108276
nice,0.08603987886558451
foto,0.08559074530222915
noche,0.08543891936718388
estudiante,0.08328961837814337
university,0.0827431866295754
escalera,0.08055632095727577
go,0.07943882085654318
great,0.07539237513428365
vale,0.07391613955352529
hermosa,0.07325310673818015
universidad,0.07187195921674853
worth,0.06955251921157417
creo,0.06944455387342266
centro,0.06853115974682986
bueno,0.06695887407593314
cosas,0.06638950458313943
beautiful,0.06591187548350931
muchas,0.0656773355384295
casa,0.06540638392679565
pipila,0.0644909582882098
tienda,0.06427754473158927
visit,0.06402015730569817
architecture,0.06253148224200498
inside,0.06250751023868222
pictures,0.06248770235359542
stairs,0.061189266037440355
ser,0.05955295805336307
castillo,0.058755994769442585
building,0.05736114988576252
puede,0.05552148844888063
parece,0.053412671297622616
lugar,0.05311227143503473
bastante,0.05241177209848051
visitarla,0.050890838511674884
