Epoch,Train acc,Loss,Val acc,Time
1,0.6277880674653216,0.6576137764053184,0.6738738738738739,0.7508869171142578
2,0.6417809478772594,0.6419137327482615,0.6756756756756757,0.707470178604126
3,0.6522074663724253,0.6265318186291163,0.6810810810810811,0.7448101043701172
4,0.6604403110550652,0.6137320353143842,0.69009009009009,0.7094957828521729
5,0.6811028793610762,0.5964559444765143,0.6918918918918919,0.6984231472015381
6,0.70088535098781,0.5780619298769677,0.7009009009009008,0.7105340957641602
7,0.7118011769651114,0.5664010360585361,0.7081081081081081,0.7698037624359131
8,0.7376326712904582,0.5414133459675597,0.7171171171171171,0.7195312976837158
9,0.74224004308533,0.5333800734440114,0.736936936936937,0.7057886123657227
10,0.7566040090374107,0.5151760343849711,0.7279279279279279,0.7275738716125488
11,0.7607286412358133,0.500303777249074,0.7279279279279279,0.6840951442718506
12,0.7732995744010088,0.48508158944046303,0.7207207207207207,0.6552581787109375
13,0.7855092738545607,0.47139523512289866,0.7441441441441441,0.6973161697387695
14,0.7971968263976461,0.45800165028856643,0.7387387387387387,0.6795108318328857
15,0.8107496584699454,0.43865881197793866,0.7495495495495496,0.69122314453125
16,0.8227590374106768,0.4259920595596975,0.7477477477477478,0.6865215301513672
17,0.823379702606137,0.4092334569235323,0.7513513513513513,0.6972200870513916
18,0.8316519546027743,0.3968105522310778,0.7585585585585586,0.7973432540893555
19,0.8354481925178646,0.3861331585528277,0.7477477477477478,0.7029359340667725
20,0.8533062736443884,0.3694206752053159,0.7567567567567568,0.6783523559570312
21,0.8590663093736864,0.35721596302107755,0.7675675675675676,0.705681562423706
22,0.8679296710802858,0.3465316332958896,0.7675675675675676,0.6690399646759033
23,0.875561554224464,0.33141895056577375,0.7711711711711712,0.7406282424926758
24,0.8885528320722994,0.3141828392543234,0.7747747747747747,0.7090933322906494
25,0.8861785414039511,0.31083181814044647,0.7639639639639639,0.7309536933898926
26,0.8959449873896594,0.29161604763146065,0.7783783783783784,0.6914670467376709
27,0.9066013818831442,0.2774894451646327,0.772972972972973,0.6991651058197021
28,0.9055702238335436,0.2737989732432465,0.7801801801801802,0.700577974319458
29,0.9125715899537621,0.26516964606733195,0.7693693693693694,0.6825714111328125
30,0.9234086013030686,0.24861189468485875,0.7675675675675676,0.6919794082641602
31,0.9244496111811685,0.24317218701503387,0.7675675675675676,0.6689527034759521
32,0.9290668348045398,0.2345932012830916,0.7747747747747747,0.6819863319396973
33,0.9393028846153846,0.2201857522558886,0.7675675675675676,0.6791472434997559
34,0.9437099358974359,0.2089278517716997,0.7837837837837838,0.6917836666107178
35,0.9404555485498108,0.2070886297627319,0.7837837837837838,0.7035317420959473
36,0.9518639659520807,0.19211637400957862,0.7855855855855856,0.7102508544921875
37,0.9513221153846154,0.18818739731596415,0.7855855855855856,0.6858739852905273
38,0.9540970470786044,0.1805677822718327,0.772972972972973,0.6810929775238037
39,0.9524944829760403,0.17790911840633183,0.7873873873873873,0.6967153549194336
40,0.9659455128205128,0.16529657165642572,0.7837837837837838,0.68412184715271
