Iterations,Function,Gradient,Time
0,113079.80328496998,35727.195677970085,0.0
1,112599.07966016259,35569.40464641963,0.02617621421813965
2,112138.069657484,35500.81749066856,0.07118630409240723
3,111307.40971400932,35438.60000016754,0.10943150520324707
4,110930.3256885423,35261.78065572444,0.1556990146636963
5,110429.60308652952,35196.862350427735,0.19392752647399902
6,110297.56179544279,35167.479089051136,0.22909164428710938
7,109674.90692855451,35139.885794370166,0.26435375213623047
8,109542.70123453334,35117.13192242368,0.30793285369873047
9,109267.27146130758,35102.53892804589,0.3448610305786133
10,108842.81505393685,35091.241937175844,0.3899354934692383
11,108750.73026996547,35087.884934815826,0.42705345153808594
12,108498.98618558742,35027.3580455174,0.46755123138427734
13,108431.38242931027,35024.64578124472,0.503166675567627
14,108105.03432258728,35015.868403215194,0.5347378253936768
15,107039.77536828835,34752.09905494911,0.5555834770202637
16,106913.63298036433,34750.81621310708,0.5906927585601807
17,106880.08060704854,34744.98731835373,0.621922492980957
18,106778.62823362285,34743.79526046684,0.6538801193237305
19,58639.22074624359,28768.00898554808,0.6640565395355225
20,58353.84169569587,28766.35122461042,0.6991848945617676
21,58348.313872059596,28764.05739951517,0.7297425270080566
22,58231.614802368305,28762.940554144414,0.7641279697418213
23,49287.962417703086,25372.025887117776,0.7785120010375977
24,49192.88123208584,25371.54639910133,0.8105831146240234
25,48906.13363681777,25369.400415054242,0.8448576927185059
26,10790.192784007317,7980.1264784289815,0.8596696853637695
27,2274.0735593167274,2220.2971588268374,0.8766565322875977
28,2242.5792811796273,2222.1734545214836,0.9027450084686279
29,2228.343445973943,2251.271181182959,0.9326705932617188
30,1116.681217155217,1320.6921123773604,0.9462375640869141
31,482.7616881426334,291.00980194333226,0.9578635692596436
32,450.81354320826676,298.23435494803243,0.9889695644378662
33,449.48219637263344,298.25387172693956,1.019477367401123
34,435.38186849674224,300.5115720843883,1.0499489307403564
35,426.6495970703412,289.931797947338,1.0783164501190186
36,364.6615143083296,122.7611380683194,1.0896437168121338
37,360.95320546060447,126.12668774341802,1.1201395988464355
38,329.46458367497576,339.7733454722064,1.1473257541656494
39,279.81871774227875,70.18461395857669,1.1631660461425781
40,273.9326452792565,11.327712239964217,1.1747310161590576
41,272.8126670444739,14.539853902220488,1.2048230171203613
42,266.460222002813,315.3469113452009,1.2345571517944336
43,240.15843073843268,229.38588866425687,1.2450828552246094
44,239.56306743213483,229.35383282468547,1.2717814445495605
45,238.90340740871224,229.17823804077116,1.2958626747131348
46,238.12273411422174,229.53023800519713,1.3226635456085205
47,231.8280228337745,299.74676888067967,1.3534650802612305
48,204.2379812556561,328.7822869058226,1.3866229057312012
49,138.22688695053915,64.04083025863842,1.3979971408843994
50,137.1812089522506,64.29334515144336,1.4281251430511475
51,128.54913277689812,345.48874497401135,1.4560484886169434
52,112.8245003663233,313.0012722718413,1.4689362049102783
53,51.09929928353048,264.2771791562147,1.5021085739135742
54,3.0757239046471465,51.77468584797073,1.51371169090271
55,0.029616015218643082,4.4614336358067135,1.5276687145233154
56,6.034037798891282e-06,0.06086342402271854,1.5449120998382568
57,3.409131580953467e-13,1.439498758852093e-05,1.5577044486999512
58,3.409131580953467e-13,1.439498758852093e-05,1.5723578929901123
