Epoch,Train acc,Loss,Val acc,Time
1,0.13927400119260586,5.825445371080739,0.1730647326422552,9.461657047271729
2,0.16074090638044125,5.042587857055891,0.17024945931836827,13.28932785987854
3,0.1686512373285629,4.705631199662147,0.18913602804086807,9.19635558128357
4,0.17819208407871198,4.444899406330744,0.1743138936535163,9.24420690536499
5,0.18573904293381038,4.237157826631213,0.20250391528078157,9.136576175689697
6,0.20074910554561717,4.045802441820475,0.21735401595943024,9.093492269515991
7,0.21456656231365534,3.8846445564151733,0.24232791408755314,9.218011617660522
8,0.23143075432319618,3.7413664697250155,0.28497650831531063,9.22098445892334
9,0.24921735241502682,3.6128636452863097,0.30032068014020435,9.221925020217896
10,0.26666853011329755,3.504828158346186,0.2938604668506227,9.189966917037964
11,0.28198606141920096,3.4023155412577273,0.3341412484152435,9.281168699264526
12,0.29629733154442456,3.3098438597891255,0.34169214706540385,9.140147924423218
13,0.30969551282051283,3.2313105491349297,0.3392777239167723,9.174559116363525
14,0.36408951997614786,2.9261875370107524,0.4138265344171825,9.400733947753906
15,0.3739657871198569,2.8623361629464474,0.43183682601237977,9.311852216720581
16,0.38159660107334525,2.8270700538734204,0.4301122380490715,9.129120349884033
17,0.38716830649970185,2.7885117657353784,0.45060220747259305,9.154664278030396
18,0.3934760733452594,2.7538542577604774,0.4404970542173167,9.1387197971344
19,0.4004733154442457,2.726310301125583,0.4594115892311134,9.245288133621216
20,0.4047499254621348,2.696301256963449,0.4565869938101275,9.195882320404053
21,0.41029367918902804,2.6662630064542903,0.46485569393690807,9.189775228500366
22,0.4135267590936196,2.6359615969956454,0.46947013200089494,9.187413215637207
23,0.421390503875969,2.610237699928352,0.48679991050786786,9.079174995422363
24,0.4244092874180084,2.5872653609027307,0.44910134983965994,9.181620597839355
25,0.4580258646392367,2.4374484031344,0.5148407785815498,9.174151182174683
26,0.465023106738223,2.4079629560276095,0.5087814154672236,9.112874746322632
27,0.4673058288610614,2.3985654935285172,0.5102076963233649,9.203730344772339
28,0.4682189177101968,2.3788390212209722,0.5196882690730107,9.314957618713379
29,0.4704736881335719,2.375168507839856,0.520881497501678,9.190127611160278
30,0.47463849135360764,2.3550290750760583,0.5287027369677083,9.154077291488647
31,0.47560748360166966,2.345018981607741,0.531825639495861,9.192485809326172
32,0.47857036374478235,2.3297346968983494,0.5353680363934671,9.145622730255127
33,0.4802288312462731,2.3200825624829897,0.5334290401968826,9.092490196228027
34,0.48203637447823494,2.313683740425906,0.5390502647475576,9.123424053192139
35,0.48519491651759095,2.301143468030521,0.5376239838914162,9.164182662963867
36,0.5047983750745378,2.223867502323417,0.5489316876724588,9.162688493728638
37,0.5063450357781754,2.2122484201040025,0.5507122082183608,9.204423427581787
38,0.509242695289207,2.1992580083131648,0.5549257961070923,14.043437957763672
39,0.5086650268336315,2.202928985665082,0.5555690208069207,9.245373487472534
40,0.5101744186046512,2.1914151421457655,0.5589342978596465,9.270703554153442
41,0.5107334525939177,2.1908115325545583,0.5609385487359236,9.356053352355957
42,0.5130068574836016,2.1861927339415077,0.5571910657021404,9.262967586517334
43,0.5128577817531306,2.183614016290072,0.5605843090461631,9.280320882797241
44,0.5117397137745975,2.1783835890041483,0.5632504288164666,9.327327966690063
45,0.5151591383422779,2.1672210551900526,0.5652919680811396,9.356292009353638
46,0.5163796958855098,2.1668107327635826,0.5649656946826758,9.38958477973938
47,0.5266286523553966,2.127400486257436,0.568722499813558,9.534367322921753
48,0.5273181276088252,2.122363040826828,0.5692165709598032,9.367073774337769
49,0.529312015503876,2.1157276063855375,0.5714259079722575,9.26986837387085
50,0.5305884764460346,2.10654572013168,0.5721716757401745,9.221309661865234
51,0.5286132230172927,2.115363512994565,0.5694216570959804,9.307547330856323
52,0.5282125819916518,2.1139646134493106,0.5731784622268625,9.190247774124146
53,0.532069916517591,2.1023867053507908,0.5739428741889776,9.338993787765503
54,0.5314736135957067,2.1027335515673413,0.5736632112760086,9.419689416885376
55,0.5315481514609421,2.101163222026313,0.5753225445596242,9.260533571243286
56,0.5320605992844365,2.095196302547011,0.5741759266164517,9.246241331100464
57,0.5333650119260585,2.0955816327494814,0.5754716981132075,9.233891487121582
58,0.5400641025641025,2.0740080722827035,0.5768513684838541,9.263474702835083
59,0.5384988073941562,2.07495693529228,0.5775318815720785,9.327286005020142
60,0.5410330948121646,2.0701109219251395,0.5780073085241256,9.279445886611938
61,0.5397939028026237,2.066623841145242,0.57967596390484,9.352437973022461
62,0.5413778324388789,2.060616234476252,0.5790140950108136,9.265042066574097
63,0.5419089147286822,2.064762308189538,0.5773174733388023,9.372279167175293
64,0.542495900417412,2.0639860215610737,0.5784734133790738,9.235915422439575
65,0.5408281156827669,2.067309405097097,0.5771683197852189,9.315491437911987
66,0.5415828115682767,2.0601842351519926,0.5791073159818033,9.266083717346191
67,0.5415455426356589,2.063617694996337,0.5807666492654188,9.322075843811035
