,0,1,2,Escala mean,Escala std
2011-04-01,0.0,0.0,1.0,5.0,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,,,,,
2011-08-01,,,,,
2011-09-01,0.0,0.0,1.0,5.0,0.0
2011-10-01,,,,,
2011-11-01,,,,,
2011-12-01,0.0,0.0,1.0,4.5,0.7071067811865476
2012-01-01,0.0,0.3333333333333333,0.6666666666666666,4.333333333333333,1.0327955589886444
2012-02-01,0.0,0.0,1.0,4.6,0.547722557505166
2012-03-01,0.0,0.0,1.0,4.6,0.5477225575051662
2012-04-01,0.0,0.0,1.0,4.75,0.4629100498862757
2012-05-01,0.0,0.0,1.0,4.5,0.5773502691896257
2012-06-01,0.0,0.25,0.75,4.25,0.957427107756338
2012-07-01,0.0,0.14285714285714285,0.8571428571428571,4.428571428571429,0.7867957924694431
2012-08-01,0.0,0.0,1.0,4.857142857142857,0.37796447300922725
2012-09-01,0.0,0.0,1.0,5.0,
2012-10-01,0.0,0.0,1.0,4.0,
2012-11-01,0.0,0.0,1.0,5.0,
2012-12-01,0.0,0.0,1.0,4.25,0.4999999999999999
2013-01-01,0.0,0.2,0.8,4.4,0.8944271909999159
2013-02-01,0.0,0.0,1.0,4.0,
2013-03-01,0.0,0.0,1.0,4.4,0.5477225575051663
2013-04-01,0.0,0.16666666666666666,0.8333333333333334,4.5,0.8366600265340755
2013-05-01,0.0,0.25,0.75,4.5,1.0
2013-06-01,0.0,0.0,1.0,5.0,
2013-07-01,0.0,0.0,1.0,4.666666666666667,0.5773502691896257
2013-08-01,,,,,
2013-09-01,0.0,0.0,1.0,4.333333333333333,0.5773502691896258
2013-10-01,0.0,0.16666666666666666,0.8333333333333334,4.333333333333333,0.816496580927726
2013-11-01,0.0,0.0,1.0,5.0,
2013-12-01,0.0,0.0,1.0,4.666666666666667,0.5773502691896258
2014-01-01,0.0,0.0,1.0,4.666666666666667,0.5163977794943223
2014-02-01,0.0,0.25,0.75,4.5,1.0
2014-03-01,0.0,0.0,1.0,4.5,0.7071067811865476
2014-04-01,0.0,0.0,1.0,4.5,0.7071067811865476
2014-05-01,0.0,0.5,0.5,4.0,1.4142135623730951
2014-06-01,0.0,0.0,1.0,4.666666666666667,0.5773502691896258
2014-07-01,0.0,0.5,0.5,4.0,1.4142135623730951
2014-08-01,0.25,0.0,0.75,4.0,2.0
2014-09-01,0.14285714285714285,0.14285714285714285,0.7142857142857143,4.0,1.5275252316519468
2014-10-01,0.0,0.0,1.0,4.285714285714286,0.4879500364742666
2014-11-01,0.0,0.0,1.0,4.4,0.5477225575051661
2014-12-01,0.0,0.3333333333333333,0.6666666666666666,4.0,1.0
2015-01-01,0.0,0.0,1.0,4.333333333333333,0.5773502691896257
2015-02-01,0.0,0.1,0.9,4.5,0.7071067811865474
2015-03-01,0.0,0.0,1.0,4.5,0.5773502691896257
2015-04-01,0.0,0.1111111111111111,0.8888888888888888,4.222222222222222,0.6666666666666667
2015-05-01,0.0,0.0,1.0,4.0,
2015-06-01,0.0,0.16666666666666666,0.8333333333333334,4.5,0.8366600265340756
2015-07-01,0.0,0.0,1.0,4.769230769230769,0.43852900965351477
2015-08-01,0.0,0.0,1.0,4.777777777777778,0.4409585518440986
2015-09-01,0.0,0.0,1.0,4.7,0.48304589153964794
2015-10-01,0.0,0.16666666666666666,0.8333333333333334,4.416666666666667,0.7929614610987592
2015-11-01,0.0,0.0,1.0,4.888888888888889,0.33333333333333337
2015-12-01,0.0,0.0,1.0,4.333333333333333,0.5
2016-01-01,0.0,0.0,1.0,4.5,0.511766315719159
2016-02-01,0.0,0.18181818181818182,0.8181818181818182,4.0,0.6324555320336759
2016-03-01,0.0,0.0,1.0,4.636363636363637,0.5045249791095128
2016-04-01,0.0,0.10526315789473684,0.8947368421052632,4.473684210526316,0.696692268479466
2016-05-01,0.0,0.14285714285714285,0.8571428571428571,4.571428571428571,0.7867957924694431
2016-06-01,0.0,0.08333333333333333,0.9166666666666666,4.583333333333333,0.6685579234215215
2016-07-01,0.0,0.06666666666666667,0.9333333333333333,4.333333333333333,0.6172133998483676
2016-08-01,0.0,0.09090909090909091,0.9090909090909091,4.2727272727272725,0.6466697906828636
2016-09-01,0.0,0.1,0.9,4.6,0.6992058987801009
2016-10-01,0.0,0.0,1.0,4.545454545454546,0.5222329678670935
2016-11-01,0.0,0.0,1.0,4.529411764705882,0.5144957554275266
2016-12-01,0.0,0.16666666666666666,0.8333333333333334,4.416666666666667,0.7929614610987591
2017-01-01,0.0,0.15384615384615385,0.8461538461538461,4.384615384615385,0.7679476477883045
2017-02-01,0.0,0.0,1.0,4.5,0.5477225575051661
2017-03-01,0.0,0.0,1.0,4.705882352941177,0.4696682183138621
2017-04-01,0.0,0.09090909090909091,0.9090909090909091,4.545454545454546,0.6875516509523283
2017-05-01,0.0,0.0,1.0,4.6923076923076925,0.48038446141526137
2017-06-01,0.0,0.1111111111111111,0.8888888888888888,4.444444444444445,0.7264831572567789
2017-07-01,0.08333333333333333,0.0,0.9166666666666666,4.416666666666667,0.9003366373785199
2017-08-01,0.0,0.0,1.0,4.333333333333333,0.5163977794943223
2017-09-01,0.0,0.0,1.0,4.666666666666667,0.5163977794943222
2017-10-01,0.0,0.0,1.0,4.875,0.3535533905932738
2017-11-01,0.0,0.0,1.0,5.0,0.0
2017-12-01,0.0,0.0,1.0,4.777777777777778,0.4409585518440985
2018-01-01,0.0,0.25,0.75,4.125,0.8062257748298549
2018-02-01,0.0,0.125,0.875,4.5,0.7559289460184544
2018-03-01,0.0,0.09090909090909091,0.9090909090909091,4.545454545454546,0.6875516509523286
2018-04-01,0.0,0.14285714285714285,0.8571428571428571,4.428571428571429,0.7867957924694429
2018-05-01,0.0,0.0,1.0,4.75,0.5
