,0,1,2,Escala mean,Escala std
2008-02-01,0.0,0.0,1.0,5.0,
2008-03-01,,,,,
2008-04-01,,,,,
2008-05-01,,,,,
2008-06-01,,,,,
2008-07-01,,,,,
2008-08-01,,,,,
2008-09-01,,,,,
2008-10-01,,,,,
2008-11-01,,,,,
2008-12-01,,,,,
2009-01-01,,,,,
2009-02-01,0.0,0.0,1.0,4.0,
2009-03-01,,,,,
2009-04-01,,,,,
2009-05-01,,,,,
2009-06-01,,,,,
2009-07-01,,,,,
2009-08-01,1.0,0.0,0.0,2.0,
2009-09-01,,,,,
2009-10-01,,,,,
2009-11-01,,,,,
2009-12-01,,,,,
2010-01-01,,,,,
2010-02-01,,,,,
2010-03-01,,,,,
2010-04-01,,,,,
2010-05-01,,,,,
2010-06-01,,,,,
2010-07-01,,,,,
2010-08-01,,,,,
2010-09-01,,,,,
2010-10-01,,,,,
2010-11-01,,,,,
2010-12-01,,,,,
2011-01-01,,,,,
2011-02-01,,,,,
2011-03-01,0.0,0.0,1.0,4.0,
2011-04-01,0.0,0.0,1.0,5.0,0.0
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,,,,,
2011-08-01,0.0,0.0,1.0,5.0,
2011-09-01,0.5,0.0,0.5,3.5,2.1213203435596424
2011-10-01,0.0,0.0,1.0,5.0,
2011-11-01,0.3333333333333333,0.0,0.6666666666666666,3.3333333333333335,1.1547005383792515
2011-12-01,0.0,0.0,1.0,4.0,
2012-01-01,0.0,0.2222222222222222,0.7777777777777778,4.444444444444445,0.8819171036881969
2012-02-01,0.0,0.3333333333333333,0.6666666666666666,4.0,0.8944271909999159
2012-03-01,0.0,0.2222222222222222,0.7777777777777778,4.444444444444445,0.8819171036881969
2012-04-01,0.0,0.0,1.0,4.666666666666667,0.4830458915396479
2012-05-01,0.0,0.125,0.875,4.5,0.7559289460184544
2012-06-01,0.0,0.1111111111111111,0.8888888888888888,4.555555555555555,0.7264831572567789
2012-07-01,0.0,0.0625,0.9375,4.375,0.6191391873668902
2012-08-01,0.0,0.07692307692307693,0.9230769230769231,4.461538461538462,0.6602252917735246
2012-09-01,0.0,0.125,0.875,4.625,0.7440238091428449
2012-10-01,0.0,0.08333333333333333,0.9166666666666666,4.416666666666667,0.6685579234215215
2012-11-01,0.0,0.23076923076923078,0.7692307692307693,4.230769230769231,0.8320502943378437
2012-12-01,0.1111111111111111,0.0,0.8888888888888888,3.888888888888889,0.7817359599705717
2013-01-01,0.0,0.0,1.0,4.75,0.45226701686664544
2013-02-01,0.0,0.14285714285714285,0.8571428571428571,4.142857142857143,0.6900655593423541
2013-03-01,0.0,0.0,1.0,4.555555555555555,0.5270462766947297
2013-04-01,0.0,0.16666666666666666,0.8333333333333334,4.666666666666667,0.816496580927726
2013-05-01,0.0,0.0,1.0,4.8,0.44721359549995787
2013-06-01,0.0,0.0,1.0,4.6,0.5477225575051662
2013-07-01,0.0,0.2222222222222222,0.7777777777777778,4.444444444444445,0.8819171036881968
2013-08-01,0.0,0.0,1.0,4.8,0.44721359549995787
2013-09-01,0.0,0.0,1.0,5.0,0.0
2013-10-01,0.0,0.125,0.875,4.25,0.7071067811865476
2013-11-01,0.0,0.0,1.0,4.333333333333333,0.5773502691896257
2013-12-01,0.0,0.0,1.0,5.0,0.0
2014-01-01,0.0,0.0,1.0,4.666666666666667,0.492365963917331
2014-02-01,0.0,0.25,0.75,4.25,0.8864052604279182
2014-03-01,0.0,0.2,0.8,4.2,0.8366600265340756
2014-04-01,0.5,0.5,0.0,2.5,0.7071067811865476
2014-05-01,0.0,0.0,1.0,4.333333333333333,0.5773502691896257
2014-06-01,0.0,0.25,0.75,4.5,1.0
2014-07-01,0.0,0.25,0.75,4.166666666666667,0.8348471099367216
2014-08-01,0.0,0.0,1.0,4.666666666666667,0.49999999999999994
2014-09-01,0.0,0.0,1.0,4.8,0.42163702135578407
2014-10-01,0.0,0.0,1.0,4.363636363636363,0.504524979109513
2014-11-01,0.0,0.0,1.0,4.4,0.547722557505166
2014-12-01,0.0,0.0,1.0,4.636363636363637,0.504524979109513
2015-01-01,0.0,0.0625,0.9375,4.5625,0.6291528696058958
