iteration,fx,dfx
0,3688.0,5182.620186739522
1,2819.188475001697,4021.125628303694
2,2431.221952200015,3506.5390946985244
3,2250.9962367073545,3313.066124762661
4,2210.4499807778043,3340.5253086738644
5,2314.778788524178,3569.522269344929
6,2633.3912069416738,4028.731210603033
7,3350.4234032286327,4794.201296426306
8,4926.243603373886,6005.996617421587
9,8583.485972493912,7897.328552754278
10,17869.06830850286,10808.76374928784
11,43969.61384445121,15018.2773515145
12,122984.36360188606,19588.779817075356
13,345829.0373042516,18332.193358002296
14,654169.400865244,25041.009713159146
15,235291.3565476016,43991.722462832404
16,2706.7314640485083,6228.431456171028
17,632.3316614237435,2193.7700187616883
18,400.73194325311084,1003.8786411775533
19,348.45821301606213,567.792988472097
20,326.8995904700427,415.68824964965364
21,312.17315545865745,366.208322034609
22,299.4655619257223,347.21499471766066
23,287.67805952917,336.37553685988564
24,276.52431944923825,327.81830154031167
25,265.90841935186256,320.0627737405821
26,255.78260652253152,312.7237512298495
27,246.11336048073377,305.6869897466948
28,236.87284941012098,298.90697094779773
29,228.03651325425744,292.35730306638067
30,219.58218978815373,286.0183543225348
31,211.48966981226152,279.87395511079933
32,203.74040036547194,273.91032473189074
33,196.31725829563462,268.11556895559767
34,189.2043680543331,262.4793501174263
35,182.3869518163152,256.9926316290838
36,175.85120475821043,251.64746945855075
37,169.584190426872,246.43683970518197
38,163.57375234696323,241.35449560594543
39,157.80843885526627,236.3948488125984
40,152.2774387712924,231.5528706882349
41,146.97052599174003,226.8240101013597
42,141.87801146974851,222.2041248149256
43,136.99070133445161,217.68942408856634
44,132.29986014027503,213.2764205436987
45,127.79717842217102,208.96188969491521
46,123.47474388272624,204.74283583956287
47,119.32501565760532,200.61646323212332
48,115.3408012031492,196.58015166096132
49,111.51523542884561,192.63143570049476
50,107.84176176152974,188.76798703864836
51,104.3141148804754,184.98759938307722
52,100.926304905313,181.28817553448764
53,97.67260285379153,177.6677162850078
54,94.54752721526576,174.12431085681268
