iteration,fx,dfx
0,48.7068397857517,80.04647412033235
1,48.073582516818945,78.21376151316656
2,47.468947872377264,76.42471975353408
3,46.891622938537346,74.67823775570132
4,46.340355410134904,72.97325062356956
5,45.81395072782918,71.30873668425734
6,45.311269359079446,69.68371476396769
7,44.83122421430886,68.09724168495319
8,44.37277819031391,66.54840996425291
9,43.934941833637524,65.0363456965629
10,43.51677111720544,63.56020660513184
11,43.117365324040364,62.11918024596328
12,42.73586503232503,60.71248235186905
13,42.37145019649267,59.339355304067595
14,42.02333831938731,57.99906672006727
15,41.69078271086291,56.69090814752754
16,41.37307082848493,55.41419385465953
17,41.06952269626394,54.16825970851855
18,40.77948939759341,52.95246213326341
19,40.50235163878404,51.76617714111547
20,40.23751837978942,50.60879942935067
21,39.98442552890348,49.47974153720622
22,39.74253469838226,48.37843305708373
23,39.51133201810069,47.304319894887534
24,39.29032700450358,46.256863574754675
25,39.07905148224728,45.23554058381544
26,38.87705855605775,44.23984175297332
27,38.68392163045132,43.26927167001468
28,38.49923347507858,42.323348121654654
29,38.32260533355844,41.40160156139801
30,38.15366607377132,40.50357460034727
31,37.99206137767559,39.62882151832534
32,37.83745296880252,38.776907792899905
33,37.68951787567116,37.94740964410464
34,37.54794772944607,37.13991359284844
35,37.41244809423942,36.35401603119205
36,37.28273782853212,35.58932280285277
37,37.15854847626025,34.845448792473796
38,37.03962368617975,34.12201752236796
39,36.925718658186724,33.41866075561629
40,36.81659961533214,32.73501810457196
41,36.71204330032779,32.070736643991296
42,36.61183649539676,31.425470528184746
43,36.51577556437428,30.798880611755056
44,36.42366601601634,30.190634073665354
45,36.33532208752155,29.600404044558182
46,36.25056634731837,29.027869237426042
47,36.16922931621411,28.472713581915126
48,36.09114910604433,27.934625862724744
49,36.01617107500155,27.41329936274432
50,35.944147498861085,26.90843151174606
51,35.87493725735798,26.41972354162174
52,35.80840553500484,25.9468801493143
53,35.74442353567329,25.489609168745996
54,35.68286821029404,25.047621253181497
55,35.623621997060795,24.620629569582917
56,35.566572573552634,24.208349506611352
57,35.51161262021698,23.81049839800183
58,35.45863959468154,23.426795263082614
59,35.40755551638938,23.05696056622282
60,35.35826676107464,22.700715996970455
61,35.31068386461972,22.357784272585373
62,35.264721335856386,22.02788896457594
63,35.22029747789429,21.710754350714094
64,35.177334217579606,21.406105293831203
65,35.13575694270614,21.113667148488194
66,35.095494346618565,20.833165696369925
67,35.05647827986498,20.564327110979594
68,35.01864360857186,20.30687795190843
69,34.98192807923048,20.060545188634592
70,34.94627218959825,19.82505625346988
71,34.911619065432646,19.60013912292965
72,34.8779143427887,19.385522426459296
73,34.84510605562398,19.180935581115918
74,34.81314452846681,18.98610895048529
75,34.781982273915176,18.800774025819035
76,34.75157389474491,18.624663627111655
77,34.721875990415796,18.457512121608136
78,34.69284706777475,18.299055657045553
79,34.66444745576399,18.14903240678944
80,34.63663922395196,18.007182823931835
81,34.60938610471262,17.87324990137214
82,34.582653418887276,17.746979434906244
83,34.556408004770866,17.62812028640061
84,34.53061815027192,17.516424644224447
85,34.50525352810237,17.411648278250986
86,34.48028513386053,17.3135507869131
87,34.45568522687619,17.221895834004066
88,34.431427273693764,17.136451373145537
89,34.40748589407436,17.056989858094937
90,34.38383680940367,16.98328843732813
91,34.3604567933977,16.915129131603926
92,34.33732362500336,16.852298993488866
