iteration,fx,dfx
0,3688.0,5182.620186739522
1,3680.6393873391203,5176.4140536976465
2,3673.2937038818854,5170.215092991442
3,3665.962919421266,5164.023274104593
4,3658.6470038068856,5157.838566546476
5,3651.345926944886,5151.660939852371
6,3644.0596587978043,5145.490363583667
7,3636.7881693844447,5139.326807328093
8,3629.53142877975,5133.170240699921
9,3622.2894071146707,5127.020633340187
10,3615.0620745760484,5120.877954916919
11,3607.8494014064763,5114.74217512535
12,3600.6513579041857,5108.613263688147
13,3593.4679144229094,5102.491190355629
14,3586.299041371765,5096.375924906003
15,3579.144709215126,5090.267437145586
16,3572.0048884724965,5084.165696909032
17,3564.8795497183874,5078.0706740595715
18,3557.7686635821974,5071.982338489239
19,3550.67220074808,5065.900660119109
20,3543.5901319548275,5059.825608899531
21,3536.5224279957465,5053.757154810368
22,3529.469059718534,5047.695267861237
23,3522.429998025158,5041.639918091749
24,3515.405213871733,5035.59107557175
25,3508.3946782684,5029.54871040157
26,3501.3983622792052,5023.512792712267
27,3494.4162370219788,5017.4832926658655
28,3487.4482736682166,5011.460180455624
29,3480.4944434429553,5005.443426306264
30,3473.5547176246623,4999.433000474246
31,3466.629067545104,4993.428873247999
32,3459.7174645892383,4987.431014948197
33,3452.8198801950884,4981.439395928002
34,3445.936285853629,4975.453986573333
35,3439.066653108667,4969.474757303116
36,3432.2109535567247,4963.501678569558
37,3425.3691588469233,4957.534720858401
38,3418.5412406808637,4951.57385468919
39,3411.7271708125118,4945.619050615541
40,3404.926921048086,4939.670279225414
41,3398.140463245937,4933.727511141374
42,3391.367769316433,4927.790717020866
43,3384.6088112218513,4921.8598675565
44,3377.8635609762537,4915.934933476303
45,3371.1319906453796,4910.015885544018
46,3364.414072346534,4904.1026945593685
47,3357.709778248468,4898.195331358347
48,3351.0190805712696,4892.293766813486
49,3344.3419515862543,4886.397971834158
50,3337.6783636158457,4880.507917366842
51,3331.028289033469,4874.623574395419
52,3324.3917002634407,4868.744913941461
53,3317.768569780855,4862.871907064523
54,3311.158870111473,4857.004524862425
55,3304.562573831615,4851.142738471548
56,3297.9796535680516,4845.2865190671355
57,3291.4100819978885,4839.435837863584
58,3284.853831848465,4833.5906661147355
59,3278.310875897242,4827.750975114194
60,3271.7811869716934,4821.916736195604
61,3265.2647379491996,4816.08792073297
62,3258.7615017569406,4810.264500140955
63,3252.2714513717883,4804.446445875183
64,3245.794559820199,4798.633729432549
65,3239.330800178111,4792.826322351535
66,3232.880145570836,4787.024196212504
67,3226.442569172952,4781.22732263803
68,3220.0180442082046,4775.4356732932
69,3213.6065439493977,4769.649219885931
70,3207.2080417182897,4763.867934167293
71,3200.8225108854926,4758.09178793182
72,3194.449924870366,4752.320753017834
73,3188.0902571409174,4746.554801307765
74,3181.743481213694,4740.793904728474
75,3175.409570653691,4735.038035251583
76,3169.0884990742397,4729.287164893791
77,3162.780240136911,4723.541265717208
78,3156.4847675514147,4717.800309829687
79,3150.2020550754996,4712.064269385151
80,3143.932076514851,4706.3331165839245
81,3137.674805722997,4700.606823673069
82,3131.430216601203,4694.885362946721
83,3125.1982830983748,4689.168706746425
84,3118.9789792109646,4683.456827461473
85,3112.772278982868,4677.749697529246
86,3106.578156505329,4672.047289435557
87,3100.396585916845,4666.349575714989
88,3094.2275414030673,4660.656528951246
