iteration,t,y,x
0,-1.0,99.0,137.75216895398182
1,-0.984251968503937,102.0,137.7911337853769
2,-0.9685039370078741,112.0,137.86608957014673
3,-0.952755905511811,126.0,137.96713694282624
4,-0.937007874015748,183.0,138.08033845317442
5,-0.9212598425196851,194.0,138.14885859833583
6,-0.905511811023622,192.0,138.16170183882966
7,-0.889763779527559,186.0,138.12095780683163
8,-0.8740157480314961,180.0,138.03249629100586
9,-0.8582677165354331,178.0,137.90233092707066
10,-0.8425196850393701,174.0,137.73221689022745
11,-0.8267716535433071,180.0,137.5261112259968
12,-0.8110236220472441,125.0,137.27766825338998
13,-0.7952755905511811,104.0,137.0417914449587
14,-0.7795275590551181,111.0,136.83908076894863
15,-0.7637795275590551,98.0,136.6625098201765
16,-0.7480314960629921,103.0,136.52471368861208
17,-0.7322834645669292,149.0,136.4207548488257
18,-0.7165354330708662,185.0,136.30431727251144
19,-0.7007874015748031,178.0,136.13950827550747
20,-0.6850393700787402,174.0,135.93292775988792
21,-0.6692913385826771,175.0,135.68861584219363
22,-0.6535433070866141,178.0,135.40507026897708
23,-0.6377952755905512,173.0,135.0792765410174
24,-0.6220472440944882,179.0,134.71562889189187
25,-0.6062992125984252,155.0,134.3080544214102
26,-0.5905511811023623,104.0,133.87984422575485
27,-0.5748031496062992,102.0,133.4818818428248
28,-0.5590551181102362,107.0,133.11544735020206
29,-0.5433070866141732,100.0,132.7755063110597
30,-0.5275590551181102,96.0,132.46837696930206
31,-0.5118110236220472,101.0,132.1981036429758
32,-0.49606299212598426,106.0,131.95905521217628
33,-0.4803149606299213,108.0,131.74636267887882
34,-0.4645669291338582,108.0,131.55743434179854
35,-0.44881889763779526,101.0,131.39246903450075
36,-0.4330708661417323,106.0,131.25790553385622
37,-0.4173228346456693,93.0,131.1490138155731
38,-0.40157480314960625,114.0,131.07827243569793
39,-0.3858267716535433,99.0,131.0250309947586
40,-0.3700787401574803,127.0,131.00380839857672
41,-0.35433070866141736,99.0,130.9870185564865
42,-0.3385826771653543,110.0,131.0022025561762
43,-0.3228346456692913,111.0,131.03882445529277
44,-0.30708661417322836,101.0,131.0954655486793
45,-0.2913385826771654,117.0,131.18264401138424
46,-0.2755905511811023,108.0,131.28397958718296
47,-0.25984251968503935,107.0,131.40904669400692
48,-0.2440944881889764,109.0,131.55849198276573
49,-0.22834645669291342,109.0,131.7309483897786
50,-0.21259842519685035,102.0,131.92610012631977
51,-0.19685039370078738,110.0,132.15163507903208
52,-0.18110236220472442,117.0,132.39928188505056
53,-0.16535433070866146,110.0,132.66278898289804
54,-0.14960629921259838,111.0,132.9489155262624
55,-0.13385826771653542,97.0,133.25745528374236
56,-0.11811023622047245,118.0,133.60220620114413
57,-0.10236220472440949,102.0,133.96302629880702
58,-0.08661417322834641,106.0,134.35576079241773
59,-0.07086614173228345,105.0,134.77732007673296
60,-0.055118110236220486,119.0,135.2286063383153
61,-0.03937007874015752,104.0,135.6965916674307
62,-0.023622047244094446,116.0,136.19622215959927
63,-0.007874015748031482,107.0,136.71652013838911
64,0.007874015748031482,109.0,137.26648275216647
65,0.023622047244094446,108.0,137.8451832864755
66,0.03937007874015741,116.0,138.4536772927496
67,0.055118110236220375,144.0,139.08509595704902
68,0.07086614173228356,193.0,139.7115488097589
69,0.08661417322834652,201.0,140.28518310570237
70,0.10236220472440949,202.0,140.79805310898703
71,0.11811023622047245,202.0,141.25018934685272
72,0.13385826771653542,202.0,141.6415283546389
73,0.14960629921259838,202.0,141.9729747367854
74,0.16535433070866135,202.0,142.24434935018095
75,0.1811023622047243,202.0,142.45643120657954
76,0.1968503937007875,200.0,142.6089280397878
77,0.21259842519685046,150.0,142.70449313256336
78,0.22834645669291342,107.0,142.79272515839241
79,0.2440944881889764,113.0,142.9172050775927
80,0.25984251968503935,115.0,143.07156913195283
81,0.2755905511811023,105.0,143.2544551691851
82,0.2913385826771653,126.0,143.4755676668551
83,0.30708661417322825,111.0,143.7146008117566
84,0.32283464566929143,111.0,143.98632621072204
85,0.3385826771653544,103.0,144.29147711443608
86,0.35433070866141736,119.0,144.63790335568987
87,0.3700787401574803,102.0,145.01040022517657
88,0.3858267716535433,111.0,145.42589810672186
89,0.40157480314960625,109.0,145.87624762050476
90,0.4173228346456692,180.0,146.36347127311905
91,0.4330708661417322,176.0,146.8174766201475
92,0.44881889763779537,175.0,147.24230512481648
93,0.46456692913385833,192.0,147.63978614461308
94,0.4803149606299213,198.0,147.9929209130495
95,0.49606299212598426,188.0,148.29645031641985
96,0.5118110236220472,194.0,148.5602988857907
97,0.5275590551181102,196.0,148.77910050971062
98,0.5433070866141732,197.0,148.95071315363998
99,0.5590551181102361,197.0,149.07465986723435
100,0.5748031496062993,197.0,149.15072279246533
101,0.5905511811023623,197.0,149.17930997969717
102,0.6062992125984252,197.0,149.160128066197
103,0.6220472440944882,194.0,149.0934696081678
104,0.6377952755905512,191.0,148.98196662762243
105,0.6535433070866141,187.0,148.82879835940585
106,0.6692913385826771,186.0,148.63753167198138
107,0.68503937007874,185.0,148.40924433581804
108,0.7007874015748032,180.0,148.14445013099385
109,0.7165354330708662,178.0,147.84813095169056
110,0.7322834645669292,177.0,147.5217551981755
111,0.7480314960629921,178.0,147.16622024004926
112,0.7637795275590551,180.0,146.77995848061403
113,0.7795275590551181,193.0,146.36078392143895
114,0.795275590551181,149.0,145.89508905588627
115,0.811023622047244,106.0,145.42658448796823
116,0.8267716535433072,112.0,144.9976375643826
117,0.8425196850393701,101.0,144.60197124793717
118,0.8582677165354331,112.0,144.25005030235178
119,0.8740157480314961,106.0,143.93064996132296
120,0.889763779527559,106.0,143.64933616953337
121,0.905511811023622,99.0,143.40592970643507
122,0.921259842519685,103.0,143.207097701774
123,0.9370078740157479,112.0,143.04871810945386
124,0.9527559055118111,104.0,142.92156849279004
125,0.9685039370078741,105.0,142.8335729957659
126,0.984251968503937,119.0,142.78360512680075
127,1.0,117.0,142.7576405957537
