,0,1,2,Escala mean,Escala std
2003-12-01,0.0000,0.0000,1.0000,5.0000,
2004-01-01,,,,,
2004-02-01,0.0000,0.0000,1.0000,5.0000,
2004-03-01,,,,,
2004-04-01,,,,,
2004-05-01,,,,,
2004-06-01,,,,,
2004-07-01,0.0000,0.0000,1.0000,4.0000,
2004-08-01,,,,,
2004-09-01,,,,,
2004-10-01,,,,,
2004-11-01,,,,,
2004-12-01,,,,,
2005-01-01,,,,,
2005-02-01,,,,,
2005-03-01,,,,,
2005-04-01,,,,,
2005-05-01,0.0000,1.0000,0.0000,3.0000,
2005-06-01,,,,,
2005-07-01,,,,,
2005-08-01,,,,,
2005-09-01,,,,,
2005-10-01,,,,,
2005-11-01,,,,,
2005-12-01,,,,,
2006-01-01,,,,,
2006-02-01,,,,,
2006-03-01,,,,,
2006-04-01,,,,,
2006-05-01,,,,,
2006-06-01,,,,,
2006-07-01,,,,,
2006-08-01,0.0000,0.0000,1.0000,4.0000,
2006-09-01,,,,,
2006-10-01,,,,,
2006-11-01,0.0000,0.0000,1.0000,4.0000,
2006-12-01,,,,,
2007-01-01,,,,,
2007-02-01,,,,,
2007-03-01,,,,,
2007-04-01,,,,,
2007-05-01,,,,,
2007-06-01,,,,,
2007-07-01,0.0000,1.0000,0.0000,3.0000,
2007-08-01,,,,,
2007-09-01,,,,,
2007-10-01,,,,,
2007-11-01,,,,,
2007-12-01,,,,,
2008-01-01,0.0000,0.0000,1.0000,4.0000,
2008-02-01,,,,,
2008-03-01,0.0000,0.0000,1.0000,4.0000,
2008-04-01,,,,,
2008-05-01,1.0000,0.0000,0.0000,2.0000,
2008-06-01,0.0000,0.0000,1.0000,5.0000,
2008-07-01,,,,,
2008-08-01,,,,,
2008-09-01,1.0000,0.0000,0.0000,1.0000,
2008-10-01,,,,,
2008-11-01,,,,,
2008-12-01,,,,,
2009-01-01,,,,,
2009-02-01,0.0000,1.0000,0.0000,3.0000,
2009-03-01,,,,,
2009-04-01,0.0000,0.0000,1.0000,5.0000,
2009-05-01,,,,,
2009-06-01,,,,,
2009-07-01,,,,,
2009-08-01,,,,,
2009-09-01,0.0000,0.0000,1.0000,4.0000,
2009-10-01,,,,,
2009-11-01,,,,,
2009-12-01,,,,,
2010-01-01,,,,,
2010-02-01,,,,,
2010-03-01,0.0000,0.0000,1.0000,5.0000,
2010-04-01,0.0000,0.0000,1.0000,4.0000,
2010-05-01,,,,,
2010-06-01,0.5000,0.5000,0.0000,2.0000,1.4142
2010-07-01,,,,,
2010-08-01,0.0000,0.0000,1.0000,4.0000,
2010-09-01,,,,,
2010-10-01,,,,,
2010-11-01,,,,,
2010-12-01,,,,,
2011-01-01,0.0000,1.0000,0.0000,3.0000,
2011-02-01,,,,,
2011-03-01,,,,,
2011-04-01,0.0000,0.0000,1.0000,4.0000,
2011-05-01,,,,,
2011-06-01,,,,,
2011-07-01,0.0000,0.0000,1.0000,4.0000,
2011-08-01,,,,,
2011-09-01,,,,,
2011-10-01,0.5000,0.5000,0.0000,2.5000,0.5774
2011-11-01,0.2500,0.0000,0.7500,4.0000,1.4142
2011-12-01,0.2000,0.0000,0.8000,4.0000,1.2247
2012-01-01,0.1111,0.2222,0.6667,4.0000,1.1180
2012-02-01,0.1250,0.2500,0.6250,3.5000,1.1952
2012-03-01,0.1538,0.3077,0.5385,3.7692,1.1658
2012-04-01,0.0000,0.5455,0.4545,3.7273,0.8827
2012-05-01,0.0000,0.2143,0.7857,4.0714,0.7300
2012-06-01,0.1250,0.0000,0.8750,4.2500,1.0351
2012-07-01,0.2105,0.2632,0.5263,3.6316,1.1648
2012-08-01,0.2000,0.0667,0.7333,3.9333,1.4864
2012-09-01,0.0833,0.5833,0.3333,3.5000,1.0000
2012-10-01,0.0909,0.5455,0.3636,3.4545,1.2136
2012-11-01,0.0000,0.0909,0.9091,4.2727,0.6467
2012-12-01,0.1818,0.1818,0.6364,3.9091,1.2210
2013-01-01,0.0588,0.3529,0.5882,3.8824,0.9926
2013-02-01,0.2308,0.2308,0.5385,3.6154,1.1929
2013-03-01,0.1818,0.3636,0.4545,3.3636,0.9244
2013-04-01,0.1250,0.2500,0.6250,3.7500,1.0351
2013-05-01,0.0000,0.4000,0.6000,3.7333,0.7037
2013-06-01,0.2500,0.0000,0.7500,3.7500,1.7525
2013-07-01,0.1111,0.2222,0.6667,3.8889,1.3642
2013-08-01,0.0833,0.1667,0.7500,4.0833,0.9962
2013-09-01,0.1000,0.3000,0.6000,3.8000,1.0328
2013-10-01,0.1875,0.1875,0.6250,3.6250,1.2042
2013-11-01,0.0000,0.2727,0.7273,4.0000,0.7746
2013-12-01,0.1818,0.3636,0.4545,3.5455,1.1282
2014-01-01,0.2000,0.3000,0.5000,3.3000,1.1595
2014-02-01,0.0667,0.2667,0.6667,4.0000,1.0000
2014-03-01,0.0000,0.0000,1.0000,4.5000,0.5270
2014-04-01,0.2143,0.0714,0.7143,3.6429,1.3927
2014-05-01,0.1111,0.0000,0.8889,3.8889,0.7817
2014-06-01,0.0000,0.2500,0.7500,4.0833,0.7930
2014-07-01,0.2857,0.3333,0.3810,3.0952,1.3749
2014-08-01,0.2308,0.4615,0.3077,3.1538,0.8987
2014-09-01,0.0385,0.3846,0.5769,3.8462,0.9249
2014-10-01,0.0909,0.2727,0.6364,3.9091,1.0445
2014-11-01,0.1111,0.2222,0.6667,3.7778,1.1144
2014-12-01,0.2105,0.2632,0.5263,3.5789,1.1213
2015-01-01,0.1935,0.3226,0.4839,3.4194,1.1482
2015-02-01,0.2105,0.2632,0.5263,3.4211,1.2612
2015-03-01,0.0000,0.3571,0.6429,4.0000,0.8771
2015-04-01,0.2000,0.1500,0.6500,3.6500,1.3089
2015-05-01,0.4167,0.0833,0.5000,3.2500,1.7645
2015-06-01,0.0500,0.4500,0.5000,3.6500,1.0400
2015-07-01,0.1143,0.1714,0.7143,3.8857,1.0508
2015-08-01,0.2308,0.2692,0.5000,3.3462,1.3548
2015-09-01,0.1071,0.4286,0.4643,3.5714,1.1684
2015-10-01,0.1250,0.3750,0.5000,3.5000,1.0215
2015-11-01,0.0769,0.3846,0.5385,3.6154,0.9829
2015-12-01,0.1250,0.2083,0.6667,3.8333,1.1293
2016-01-01,0.2653,0.2449,0.4898,3.2653,1.3961
2016-02-01,0.0741,0.4074,0.5185,3.7037,0.9533
