,0,1,2,Escala mean,Escala std
2016-03-01,0.2093,0.1860,0.6047,3.5116,1.2223
2016-04-01,0.2069,0.3103,0.4828,3.3793,0.9416
2016-05-01,0.1212,0.2121,0.6667,3.8485,1.0932
2016-06-01,0.2308,0.3462,0.4231,3.3846,1.2673
2016-07-01,0.1538,0.2051,0.6410,3.7179,1.1459
2016-08-01,0.1875,0.2708,0.5417,3.6667,1.1730
2016-09-01,0.0789,0.3421,0.5789,3.8158,0.9824
2016-10-01,0.0732,0.2927,0.6341,3.9024,1.1137
2016-11-01,0.0968,0.2581,0.6452,3.9032,1.1062
2016-12-01,0.1628,0.2093,0.6279,3.7907,1.2641
2017-01-01,0.2381,0.1667,0.5952,3.5238,1.2344
2017-02-01,0.1304,0.2174,0.6522,3.7391,1.3218
2017-03-01,0.0857,0.4000,0.5143,3.6000,0.9762
2017-04-01,0.1795,0.1795,0.6410,3.7179,1.1227
2017-05-01,0.1154,0.1923,0.6923,3.8077,1.2655
2017-06-01,0.1250,0.1667,0.7083,3.8750,1.2270
2017-07-01,0.1600,0.4400,0.4000,3.3600,1.1504
2017-08-01,0.1765,0.2941,0.5294,3.4706,0.9288
2017-09-01,0.1667,0.1250,0.7083,3.7500,0.9891
2017-10-01,0.0556,0.3333,0.6111,3.7778,0.8782
2017-11-01,0.0833,0.1250,0.7917,4.2083,0.9771
2017-12-01,0.2000,0.4667,0.3333,3.2000,1.4243
2018-01-01,0.1739,0.4783,0.3478,3.3478,1.2288
2018-02-01,0.3750,0.2500,0.3750,3.1250,1.4577
2018-03-01,0.0833,0.2500,0.6667,3.8750,1.0759
2018-04-01,0.0000,0.3333,0.6667,4.2500,0.9653
2018-05-01,0.2308,0.3077,0.4615,3.4615,1.5064
2018-06-01,0.0000,0.4000,0.6000,3.8000,0.8367
2018-07-01,0.0000,0.0000,1.0000,4.0000,0.0000
